feat_acc	chrom	start	end	acc	score	strand	FC	neglogPval	neglogQval	summit	feat_chrom	feat_start	feat_end	feat_score	feat_strand	feat_FC	distance
AT3G48010	3	17725560	17725562	HDAC-22-4DAG_S18_peak_66	68	.	3.8367	6.878839999999999	3.4279300000000004	17725561	3	17723528	17727029	.	-	CDS	0
AT3G59620	3	22022801	22022803	HDAC-22-4DAG_S18_peak_67	66	.	3.80945	6.6010300000000015	3.16499	22022802	3	22021038	22024539	.	+	CDS	0
AT3G66656	3	2094646	2094648	HDAC-22-4DAG_S18_peak_50	147	.	7.5859	14.729779999999998	10.12087	2094647	3	2091298	2094799	.	-	CDS	0
AT4G00950	4	407858	407860	HDAC-22-4DAG_S18_peak_68	47	.	2.8589	4.71424	1.61358	407859	4	406587	410088	.	-	CDS	0
AT4G02380	4	1046892	1046894	HDAC-22-4DAG_S18_peak_69	88	.	4.7901	8.88665	5.2211099999999995	1046893	4	1046307	1049808	.	-	CDS	0
AT4G05340	4	2725692	2725694	HDAC-22-4DAG_S18_peak_70	45	.	2.84354	4.57446	1.61358	2725693	4	2722689	2726190	.	+	CDS	0
AT4G05360	4	2725692	2725694	HDAC-22-4DAG_S18_peak_70	45	.	2.84354	4.57446	1.61358	2725693	4	2725203	2728704	.	+	CDS	0
AT4G06688	4	3920071	3920073	HDAC-22-4DAG_S18_peak_77	30	.	1.91835	3.0552599999999996	0.19635999999999998	3920072	4	3917692	3921193	.	+	CDS	0
AT4G08320	4	5251509	5251511	HDAC-22-4DAG_S18_peak_81	45	.	2.84354	4.57446	1.61358	5251510	4	5249852	5253353	.	+	CDS	0
AT4G13760	4	7985665	7985667	HDAC-22-4DAG_S18_peak_82	68	.	3.8367	6.878839999999999	3.4279300000000004	7985666	4	7985057	7988558	.	+	CDS	0
AT4G18823	4	10336479	10336481	HDAC-22-4DAG_S18_peak_83	48	.	2.8707700000000003	4.83266	1.61358	10336480	4	10334782	10338283	.	-	CDS	0
AT4G18830	4	10336479	10336481	HDAC-22-4DAG_S18_peak_83	48	.	2.8707700000000003	4.83266	1.61358	10336480	4	10334448	10337949	.	+	CDS	0
AT4G24090	4	12512762	12512764	HDAC-22-4DAG_S18_peak_84	49	.	2.87752	4.90489	1.61358	12512763	4	12509741	12513242	.	+	CDS	0
AT4G24100	4	12512762	12512764	HDAC-22-4DAG_S18_peak_84	49	.	2.87752	4.90489	1.61358	12512763	4	12512222	12515723	.	+	CDS	0
AT4G25260	4	12936973	12936975	HDAC-22-4DAG_S18_peak_85	21	.	1.7896400000000001	2.19449	0.19635999999999998	12936974	4	12936110	12939611	.	-	CDS	0
AT4G25270	4	12941831	12941833	HDAC-22-4DAG_S18_peak_87	21	.	1.7896400000000001	2.19449	0.19635999999999998	12941832	4	12938336	12941837	.	-	CDS	0
AT4G25280	4	12941831	12941833	HDAC-22-4DAG_S18_peak_87	21	.	1.7896400000000001	2.19449	0.19635999999999998	12941832	4	12940223	12943724	.	-	CDS	0
AT4G25290	4	12945325	12945327	HDAC-22-4DAG_S18_peak_88	52	.	3.61139	5.29017	1.99869	12945326	4	12944494	12947995	.	-	CDS	0
AT4G25300	4	12945325	12945327	HDAC-22-4DAG_S18_peak_88	52	.	3.61139	5.29017	1.99869	12945326	4	12942262	12945763	.	+	CDS	0
AT4G25310	4	12947006	12947008	HDAC-22-4DAG_S18_peak_89	35	.	2.66341	3.51419	0.6379600000000001	12947007	4	12946752	12950253	.	+	CDS	0
AT4G25315	4	12955334	12955336	HDAC-22-4DAG_S18_peak_93	22	.	1.79365	2.21245	0.19635999999999998	12955335	4	12952334	12955835	.	-	CDS	0
AT4G25320	4	12954883	12954885	HDAC-22-4DAG_S18_peak_92	21	.	1.7777	2.14289	0.19635999999999998	12954884	4	12951487	12954988	.	+	CDS	0
AT4G25330	4	12955334	12955336	HDAC-22-4DAG_S18_peak_93	22	.	1.79365	2.21245	0.19635999999999998	12955335	4	12954833	12958334	.	+	CDS	0
AT4G25340	4	12964953	12964955	HDAC-22-4DAG_S18_peak_97	21	.	1.77561	2.1341	0.19635999999999998	12964954	4	12962132	12965633	.	-	CDS	0
AT4G25350	4	12966119	12966121	HDAC-22-4DAG_S18_peak_98	21	.	1.7825900000000001	2.1637	0.19635999999999998	12966120	4	12965948	12969449	.	-	CDS	0
AT4G25360	4	12967455	12967457	HDAC-22-4DAG_S18_peak_99	20	.	1.75046	2.03409	0.19635999999999998	12967456	4	12967186	12970687	.	+	CDS	0
AT4G25370	4	12970040	12970042	HDAC-22-4DAG_S18_peak_100	19	.	1.73754	1.98623	0.19635999999999998	12970041	4	12969746	12973247	.	+	CDS	0
AT4G25380	4	12978912	12978914	HDAC-22-4DAG_S18_peak_102	21	.	1.7872299999999999	2.18388	0.19635999999999998	12978913	4	12975828	12979329	.	-	CDS	0
AT4G25386	4	12978912	12978914	HDAC-22-4DAG_S18_peak_102	21	.	1.7872299999999999	2.18388	0.19635999999999998	12978913	4	12976638	12980139	.	-	CDS	0
AT4G25400	4	12978912	12978914	HDAC-22-4DAG_S18_peak_102	21	.	1.7872299999999999	2.18388	0.19635999999999998	12978913	4	12978294	12981795	.	+	CDS	0
AT4G25420	4	12994948	12994950	HDAC-22-4DAG_S18_peak_108	35	.	2.66655	3.5275199999999995	0.65108	12994949	4	12991909	12995410	.	-	CDS	0
AT4G27810	4	13857915	13857917	HDAC-22-4DAG_S18_peak_110	68	.	3.8367	6.878839999999999	3.4279300000000004	13857916	4	13855171	13858672	.	-	CDS	0
AT5G04200	5	1153701	1153703	HDAC-22-4DAG_S18_peak_111	44	.	2.82347	4.41034	1.48925	1153702	5	1150892	1154393	.	+	CDS	0
AT5G10336	5	3253041	3253043	HDAC-22-4DAG_S18_peak_112	13	.	1.48133	1.31243	0.0	3253042	5	3251565	3255066	.	-	CDS	0
AT5G10340	5	3253041	3253043	HDAC-22-4DAG_S18_peak_112	13	.	1.48133	1.31243	0.0	3253042	5	3250121	3253622	.	+	CDS	0
AT5G30495	5	11380687	11380689	HDAC-22-4DAG_S18_peak_114	29	.	1.91002	2.96841	0.19635999999999998	11380688	5	11377189	11380690	.	+	CDS	0
AT5G32470	5	12088220	12088222	HDAC-22-4DAG_S18_peak_133	30	.	1.91835	3.0552599999999996	0.19635999999999998	12088221	5	12088069	12091570	.	-	CDS	0
AT5G58930	5	23798059	23798061	HDAC-22-4DAG_S18_peak_141	43	.	2.81684	4.36006	1.44262	23798060	5	23795594	23799095	.	-	CDS	0
AT5G58940	5	23798059	23798061	HDAC-22-4DAG_S18_peak_141	43	.	2.81684	4.36006	1.44262	23798060	5	23795658	23799159	.	+	CDS	0
ATCG00020	Pt	4215	4217	HDAC-22-4DAG_S18_peak_234	191	.	9.313989999999999	19.17904	14.08722	4216	Pt	944	4445	.	-	CDS	0
ATCG00040	Pt	4215	4217	HDAC-22-4DAG_S18_peak_234	191	.	9.313989999999999	19.17904	14.08722	4216	Pt	3136	6637	.	-	CDS	0
ATCG00050	Pt	8866	8868	HDAC-22-4DAG_S18_peak_235	178	.	8.82445	17.84035	12.87447	8867	Pt	5688	9189	.	-	CDS	0
ATCG00070	Pt	4215	4217	HDAC-22-4DAG_S18_peak_234	191	.	9.313989999999999	19.17904	14.08722	4216	Pt	4016	7517	.	+	CDS	0
ATCG00120	Pt	14405	14407	HDAC-22-4DAG_S18_peak_236	62	.	4.42109	6.2917	2.8984400000000003	14406	Pt	10961	14462	.	-	CDS	0
ATCG00130	Pt	14405	14407	HDAC-22-4DAG_S18_peak_236	62	.	4.42109	6.2917	2.8984400000000003	14406	Pt	12298	15799	.	-	CDS	0
ATCG00140	Pt	14405	14407	HDAC-22-4DAG_S18_peak_236	62	.	4.42109	6.2917	2.8984400000000003	14406	Pt	13007	16508	.	-	CDS	0
ATCG00150	Pt	14405	14407	HDAC-22-4DAG_S18_peak_236	62	.	4.42109	6.2917	2.8984400000000003	14406	Pt	14270	17771	.	-	CDS	0
ATCG00160	Pt	16395	16397	HDAC-22-4DAG_S18_peak_237	46	.	3.6318599999999996	4.60609	1.61358	16396	Pt	15223	18724	.	-	CDS	0
ATCG00170	Pt	19695	19697	HDAC-22-4DAG_S18_peak_239	144	.	7.6672600000000015	14.4696	9.91509	19696	Pt	19568	23069	.	-	CDS	0
ATCG00180	Pt	25098	25100	HDAC-22-4DAG_S18_peak_240	1696	.	46.42096	169.61226000000005	161.53456	25099	Pt	22584	26085	.	-	CDS	0
ATCG00210	Pt	25098	25100	HDAC-22-4DAG_S18_peak_240	1696	.	46.42096	169.61226000000005	161.53456	25099	Pt	25088	28589	.	+	CDS	0
ATCG00270	Pt	32001	32003	HDAC-22-4DAG_S18_peak_241	579	.	20.47721	57.98434	52.44067	32002	Pt	29710	33211	.	+	CDS	0
ATCG00280	Pt	32001	32003	HDAC-22-4DAG_S18_peak_241	579	.	20.47721	57.98434	52.44067	32002	Pt	30719	34220	.	+	CDS	0
ATCG00470	Pt	53408	53410	HDAC-22-4DAG_S18_peak_242	191	.	9.28531	19.1305	14.047120000000001	53409	Pt	52163	55664	.	-	CDS	0
ATCG00490	Pt	53408	53410	HDAC-22-4DAG_S18_peak_242	191	.	9.28531	19.1305	14.047120000000001	53409	Pt	51957	55458	.	+	CDS	0
ATCG00530	Pt	60787	60789	HDAC-22-4DAG_S18_peak_243	202	.	9.636339999999999	20.25294	15.1557	60788	Pt	57740	61241	.	+	CDS	0
ATCG00540	Pt	60787	60789	HDAC-22-4DAG_S18_peak_243	202	.	9.636339999999999	20.25294	15.1557	60788	Pt	58656	62157	.	+	CDS	0
ATCG01010	Pt	113827	113829	HDAC-22-4DAG_S18_peak_244	81	.	5.21968	8.13954	4.54261	113828	Pt	112138	115639	.	-	CDS	0
ATCG01020	Pt	113827	113829	HDAC-22-4DAG_S18_peak_244	81	.	5.21968	8.13954	4.54261	113828	Pt	110448	113949	.	+	CDS	0
ATCG01040	Pt	113827	113829	HDAC-22-4DAG_S18_peak_244	81	.	5.21968	8.13954	4.54261	113828	Pt	111460	114961	.	+	CDS	0
ATCG01100	Pt	122918	122920	HDAC-22-4DAG_S18_peak_245	178	.	8.84609	17.876929999999994	12.88701	122919	Pt	121509	125010	.	-	CDS	0
ATCG01110	Pt	122918	122920	HDAC-22-4DAG_S18_peak_245	178	.	8.84609	17.876929999999994	12.88701	122919	Pt	122692	126193	.	-	CDS	0
ATCG01120	Pt	125337	125339	HDAC-22-4DAG_S18_peak_246	45	.	3.61288	4.57682	1.61358	125338	Pt	123062	126563	.	-	CDS	0
ATMG00010	Mt	1929	1931	HDAC-22-4DAG_S18_peak_143	29	.	2.79688	2.99403	0.19635999999999998	1930	Mt	234	3735	.	-	CDS	0
ATMG00030	Mt	10845	10847	HDAC-22-4DAG_S18_peak_151	14	.	1.52651	1.4064299999999998	0.0	10846	Mt	8917	12418	.	+	CDS	0
ATMG00040	Mt	17302	17304	HDAC-22-4DAG_S18_peak_157	14	.	1.5390700000000002	1.4338799999999998	0.0	17303	Mt	17291	20792	.	-	CDS	0
ATMG00050	Mt	15000	15002	HDAC-22-4DAG_S18_peak_155	36	.	3.08969	3.60497	0.72796	15001	Mt	13855	17356	.	+	CDS	0
ATMG00060	Mt	23053	23055	HDAC-22-4DAG_S18_peak_162	30	.	2.8067	3.01263	0.19635999999999998	23054	Mt	21586	25087	.	-	CDS	0
ATMG00070	Mt	26172	26174	HDAC-22-4DAG_S18_peak_164	21	.	2.17368	2.16092	0.19635999999999998	26173	Mt	23735	27236	.	-	CDS	0
ATMG00080	Mt	28248	28250	HDAC-22-4DAG_S18_peak_165	24	.	2.28989	2.40383	0.19635999999999998	28249	Mt	25115	28616	.	-	CDS	0
ATMG00090	Mt	31086	31088	HDAC-22-4DAG_S18_peak_168	32	.	2.9462900000000003	3.28994	0.41681999999999997	31087	Mt	28233	31734	.	-	CDS	0
ATMG00110	Mt	29520	29522	HDAC-22-4DAG_S18_peak_166	24	.	2.3033	2.43383	0.19635999999999998	29521	Mt	27462	30963	.	+	CDS	0
ATMG00120	Mt	33760	33762	HDAC-22-4DAG_S18_peak_171	32	.	2.9247400000000003	3.24545	0.37313	33761	Mt	31972	35473	.	-	CDS	0
ATMG00130	Mt	33760	33762	HDAC-22-4DAG_S18_peak_171	32	.	2.9247400000000003	3.24545	0.37313	33761	Mt	31189	34690	.	+	CDS	0
ATMG00140	Mt	33760	33762	HDAC-22-4DAG_S18_peak_171	32	.	2.9247400000000003	3.24545	0.37313	33761	Mt	31598	35099	.	+	CDS	0
ATMG00150	Mt	33760	33762	HDAC-22-4DAG_S18_peak_171	32	.	2.9247400000000003	3.24545	0.37313	33761	Mt	32781	36282	.	+	CDS	0
ATMG00160	Mt	44043	44045	HDAC-22-4DAG_S18_peak_182	23	.	2.24697	2.31074	0.19635999999999998	44044	Mt	42128	45629	.	-	CDS	0
ATMG00270	Mt	78654	78656	HDAC-22-4DAG_S18_peak_183	28	.	2.45382	2.80775	0.19635999999999998	78655	Mt	76759	80260	.	-	CDS	0
ATMG00280	Mt	78654	78656	HDAC-22-4DAG_S18_peak_183	28	.	2.45382	2.80775	0.19635999999999998	78655	Mt	77651	81152	.	-	CDS	0
ATMG00630	Mt	183363	183365	HDAC-22-4DAG_S18_peak_185	23	.	2.24697	2.31074	0.19635999999999998	183364	Mt	180110	183611	.	+	CDS	0
ATMG00640	Mt	190301	190303	HDAC-22-4DAG_S18_peak_191	13	.	1.51329	1.37819	0.0	190302	Mt	188162	191663	.	-	CDS	0
ATMG00650	Mt	190301	190303	HDAC-22-4DAG_S18_peak_191	13	.	1.51329	1.37819	0.0	190302	Mt	188731	192232	.	-	CDS	0
ATMG00660	Mt	192352	192354	HDAC-22-4DAG_S18_peak_193	19	.	2.0371	1.9065400000000001	0.19635999999999998	192353	Mt	190053	193554	.	-	CDS	0
ATMG00665	Mt	192352	192354	HDAC-22-4DAG_S18_peak_193	19	.	2.0371	1.9065400000000001	0.19635999999999998	192353	Mt	190261	193762	.	-	CDS	0
ATMG00670	Mt	192352	192354	HDAC-22-4DAG_S18_peak_193	19	.	2.0371	1.9065400000000001	0.19635999999999998	192353	Mt	191382	194883	.	-	CDS	0
ATMG00680	Mt	200468	200470	HDAC-22-4DAG_S18_peak_202	23	.	2.24277	2.30186	0.19635999999999998	200469	Mt	198728	202229	.	+	CDS	0
ATMG00690	Mt	207144	207146	HDAC-22-4DAG_S18_peak_208	21	.	2.18357	2.18053	0.19635999999999998	207145	Mt	203810	207311	.	-	CDS	0
ATMG00710	Mt	209241	209243	HDAC-22-4DAG_S18_peak_210	12	.	1.45704	1.26463	0.0	209242	Mt	207415	210916	.	-	CDS	0
ATMG00720	Mt	207144	207146	HDAC-22-4DAG_S18_peak_208	21	.	2.18357	2.18053	0.19635999999999998	207145	Mt	206498	209999	.	+	CDS	0
ATMG01110	Mt	285342	285344	HDAC-22-4DAG_S18_peak_212	22	.	2.21614	2.2464	0.19635999999999998	285343	Mt	283289	286790	.	-	CDS	0
ATMG01120	Mt	288585	288587	HDAC-22-4DAG_S18_peak_215	15	.	1.5740299999999998	1.51376	0.03859	288586	Mt	288583	292084	.	-	CDS	0
ATMG01130	Mt	290333	290335	HDAC-22-4DAG_S18_peak_216	13	.	1.51789	1.38794	0.0	290334	Mt	289017	292518	.	-	CDS	0
ATMG01190	Mt	305784	305786	HDAC-22-4DAG_S18_peak_217	14	.	1.54725	1.45212	0.0	305785	Mt	303189	306690	.	-	CDS	0
ATMG01200	Mt	305784	305786	HDAC-22-4DAG_S18_peak_217	14	.	1.54725	1.45212	0.0	305785	Mt	304220	307721	.	-	CDS	0
ATMG01210	Mt	305784	305786	HDAC-22-4DAG_S18_peak_217	14	.	1.54725	1.45212	0.0	305785	Mt	304584	308085	.	-	CDS	0
ATMG01220	Mt	305784	305786	HDAC-22-4DAG_S18_peak_217	14	.	1.54725	1.45212	0.0	305785	Mt	305062	308563	.	-	CDS	0
ATMG01350	Mt	344543	344545	HDAC-22-4DAG_S18_peak_219	13	.	1.4931	1.3362399999999999	0.0	344544	Mt	343756	347257	.	+	CDS	0
ATMG01360	Mt	352887	352889	HDAC-22-4DAG_S18_peak_223	22	.	2.2301900000000003	2.27546	0.19635999999999998	352888	Mt	350913	354414	.	-	CDS	0
ATMG01370	Mt	363440	363442	HDAC-22-4DAG_S18_peak_231	22	.	2.23026	2.27562	0.19635999999999998	363441	Mt	360552	364053	.	-	CDS	0
ATMG01400	Mt	363440	363442	HDAC-22-4DAG_S18_peak_231	22	.	2.23026	2.27562	0.19635999999999998	363441	Mt	360724	364225	.	+	CDS	0
