feat_acc	chrom	start	end	acc	score	strand	FC	neglogPval	neglogQval	summit	feat_chrom	feat_start	feat_end	feat_score	feat_strand	feat_FC	distance
AT1G01180	1	72881	72883	1469-gELF3-myc-elf3-1xELF4-ox-ZT10-17C_S16_peak_53	34	.	2.47174	3.4382	0.65066	72882	1	72632	76133	.	+	CDS	0
AT1G01190	1	87419	87421	1469-gELF3-myc-elf3-1xELF4-ox-ZT10-17C_S16_peak_62	34	.	2.47174	3.4382	0.65066	87420	1	84364	87865	.	-	CDS	0
AT1G01200	1	88423	88425	1469-gELF3-myc-elf3-1xELF4-ox-ZT10-17C_S16_peak_63	11	.	1.49924	1.1952	0.0	88424	1	87645	91146	.	-	CDS	0
AT1G01210	1	87419	87421	1469-gELF3-myc-elf3-1xELF4-ox-ZT10-17C_S16_peak_62	34	.	2.47174	3.4382	0.65066	87420	1	85976	89477	.	+	CDS	0
AT1G01220	1	91227	91229	1469-gELF3-myc-elf3-1xELF4-ox-ZT10-17C_S16_peak_64	23	.	2.09912	2.39796	0.31243000000000004	91228	1	88749	92250	.	+	CDS	0
AT1G01225	1	95146	95148	1469-gELF3-myc-elf3-1xELF4-ox-ZT10-17C_S16_peak_68	25	.	2.16355	2.52617	0.31243000000000004	95147	1	93063	96564	.	+	CDS	0
AT1G01230	1	95146	95148	1469-gELF3-myc-elf3-1xELF4-ox-ZT10-17C_S16_peak_68	25	.	2.16355	2.52617	0.31243000000000004	95147	1	94619	98120	.	+	CDS	0
AT1G01240	1	99478	99480	1469-gELF3-myc-elf3-1xELF4-ox-ZT10-17C_S16_peak_72	20	.	1.9275900000000001	2.05416	0.18384	99479	1	97682	101183	.	+	CDS	0
AT1G01250	1	107368	107370	1469-gELF3-myc-elf3-1xELF4-ox-ZT10-17C_S16_peak_77	20	.	1.9665	2.0321599999999997	0.18384	107369	1	104809	108310	.	-	CDS	0
AT1G01260	1	107368	107370	1469-gELF3-myc-elf3-1xELF4-ox-ZT10-17C_S16_peak_77	20	.	1.9665	2.0321599999999997	0.18384	107369	1	106594	110095	.	+	CDS	0
AT1G01280	1	112145	112147	1469-gELF3-myc-elf3-1xELF4-ox-ZT10-17C_S16_peak_79	25	.	2.16355	2.52617	0.31243000000000004	112146	1	109289	112790	.	+	CDS	0
AT1G01290	1	113875	113877	1469-gELF3-myc-elf3-1xELF4-ox-ZT10-17C_S16_peak_81	29	.	2.31765	2.96825	0.4734100000000001	113876	1	111298	114799	.	+	CDS	0
AT1G01300	1	115500	115502	1469-gELF3-myc-elf3-1xELF4-ox-ZT10-17C_S16_peak_82	38	.	2.58462	3.84349	0.88734	115501	1	114064	117565	.	+	CDS	0
AT1G01305	1	119498	119500	1469-gELF3-myc-elf3-1xELF4-ox-ZT10-17C_S16_peak_86	42	.	2.69713	4.26754	1.1333	119499	1	116428	119929	.	+	CDS	0
AT1G01310	1	119498	119500	1469-gELF3-myc-elf3-1xELF4-ox-ZT10-17C_S16_peak_86	42	.	2.69713	4.26754	1.1333	119499	1	117220	120721	.	+	CDS	0
AT1G01320	1	132968	132970	1469-gELF3-myc-elf3-1xELF4-ox-ZT10-17C_S16_peak_97	17	.	1.85537	1.7324599999999999	0.07896	132969	1	129599	133100	.	-	CDS	0
AT1G01340	1	135581	135583	1469-gELF3-myc-elf3-1xELF4-ox-ZT10-17C_S16_peak_98	11	.	1.44541	1.13165	0.0	135582	1	134716	138217	.	-	CDS	0
AT1G01350	1	135581	135583	1469-gELF3-myc-elf3-1xELF4-ox-ZT10-17C_S16_peak_98	11	.	1.44541	1.13165	0.0	135582	1	133731	137232	.	+	CDS	0
AT1G01355	1	135581	135583	1469-gELF3-myc-elf3-1xELF4-ox-ZT10-17C_S16_peak_98	11	.	1.44541	1.13165	0.0	135582	1	135512	139013	.	+	CDS	0
AT1G01360	1	139803	139805	1469-gELF3-myc-elf3-1xELF4-ox-ZT10-17C_S16_peak_99	34	.	2.47174	3.4382	0.65066	139804	1	139137	142638	.	+	CDS	0
AT1G01370	1	142725	142727	1469-gELF3-myc-elf3-1xELF4-ox-ZT10-17C_S16_peak_101	13	.	1.70127	1.38468	0.0	142726	1	140772	144273	.	+	CDS	0
AT1G01380	1	147604	147606	1469-gELF3-myc-elf3-1xELF4-ox-ZT10-17C_S16_peak_105	22	.	2.0127	2.22514	0.26941	147605	1	144266	147767	.	+	CDS	0
AT1G01390	1	150484	150486	1469-gELF3-myc-elf3-1xELF4-ox-ZT10-17C_S16_peak_106	20	.	1.9779200000000001	2.05384	0.18384	150485	1	149261	152762	.	-	CDS	0
AT1G01410	1	150484	150486	1469-gELF3-myc-elf3-1xELF4-ox-ZT10-17C_S16_peak_106	20	.	1.9779200000000001	2.05384	0.18384	150485	1	150112	153613	.	+	CDS	0
AT1G01420	1	156278	156280	1469-gELF3-myc-elf3-1xELF4-ox-ZT10-17C_S16_peak_109	29	.	2.31765	2.96825	0.4734100000000001	156279	1	155511	159012	.	-	CDS	0
AT1G01430	1	158479	158481	1469-gELF3-myc-elf3-1xELF4-ox-ZT10-17C_S16_peak_111	13	.	1.70127	1.38468	0.0	158480	1	158036	161537	.	-	CDS	0
AT1G01440	1	163733	163735	1469-gELF3-myc-elf3-1xELF4-ox-ZT10-17C_S16_peak_112	25	.	2.16355	2.52617	0.31243000000000004	163734	1	161719	165220	.	-	CDS	0
AT1G01450	1	166812	166814	1469-gELF3-myc-elf3-1xELF4-ox-ZT10-17C_S16_peak_113	17	.	1.85537	1.7324599999999999	0.07896	166813	1	165017	168518	.	-	CDS	0
AT1G01453	1	169477	169479	1469-gELF3-myc-elf3-1xELF4-ox-ZT10-17C_S16_peak_114	34	.	2.47174	3.4382	0.65066	169478	1	167298	170799	.	-	CDS	0
AT1G01460	1	169477	169479	1469-gELF3-myc-elf3-1xELF4-ox-ZT10-17C_S16_peak_114	34	.	2.47174	3.4382	0.65066	169478	1	166114	169615	.	+	CDS	0
AT1G01470	1	173725	173727	1469-gELF3-myc-elf3-1xELF4-ox-ZT10-17C_S16_peak_118	29	.	2.31765	2.96825	0.4734100000000001	173726	1	172326	175827	.	-	CDS	0
AT1G01471	1	173725	173727	1469-gELF3-myc-elf3-1xELF4-ox-ZT10-17C_S16_peak_118	29	.	2.31765	2.96825	0.4734100000000001	173726	1	170250	173751	.	+	CDS	0
AT1G01480	1	173725	173727	1469-gELF3-myc-elf3-1xELF4-ox-ZT10-17C_S16_peak_118	29	.	2.31765	2.96825	0.4734100000000001	173726	1	172861	176362	.	+	CDS	0
AT1G01490	1	182281	182283	1469-gELF3-myc-elf3-1xELF4-ox-ZT10-17C_S16_peak_121	42	.	2.61402	4.244759999999999	1.1205100000000001	182282	1	181566	185067	.	-	CDS	0
AT1G01500	1	182281	182283	1469-gELF3-myc-elf3-1xELF4-ox-ZT10-17C_S16_peak_121	42	.	2.61402	4.244759999999999	1.1205100000000001	182282	1	182259	185760	.	+	CDS	0
AT1G01510	1	186195	186197	1469-gELF3-myc-elf3-1xELF4-ox-ZT10-17C_S16_peak_124	34	.	2.47174	3.4382	0.65066	186196	1	184234	187735	.	+	CDS	0
AT1G01520	1	190955	190957	1469-gELF3-myc-elf3-1xELF4-ox-ZT10-17C_S16_peak_127	21	.	2.00946	2.11362	0.18384	190956	1	187595	191096	.	+	CDS	0
AT1G01560	1	202619	202621	1469-gELF3-myc-elf3-1xELF4-ox-ZT10-17C_S16_peak_130	13	.	1.6530200000000002	1.37038	0.0	202620	1	199344	202845	.	+	CDS	0
AT1G01570	1	203431	203433	1469-gELF3-myc-elf3-1xELF4-ox-ZT10-17C_S16_peak_131	16	.	1.7903	1.69698	0.07896	203432	1	202175	205676	.	+	CDS	0
AT1G01580	1	206776	206778	1469-gELF3-myc-elf3-1xELF4-ox-ZT10-17C_S16_peak_132	39	.	2.62583	3.93448	0.88734	206777	1	206394	209895	.	+	CDS	0
AT1G01590	1	214178	214180	1469-gELF3-myc-elf3-1xELF4-ox-ZT10-17C_S16_peak_135	39	.	2.62583	3.93448	0.88734	214179	1	211228	214729	.	+	CDS	0
AT1G01610	1	225941	225943	1469-gELF3-myc-elf3-1xELF4-ox-ZT10-17C_S16_peak_143	34	.	2.47174	3.4382	0.65066	225942	1	223755	227256	.	-	CDS	0
AT1G01620	1	228743	228745	1469-gELF3-myc-elf3-1xELF4-ox-ZT10-17C_S16_peak_145	34	.	2.47174	3.4382	0.65066	228744	1	226676	230177	.	-	CDS	0
AT1G01630	1	228743	228745	1469-gELF3-myc-elf3-1xELF4-ox-ZT10-17C_S16_peak_145	34	.	2.47174	3.4382	0.65066	228744	1	226205	229706	.	+	CDS	0
AT1G01640	1	232335	232337	1469-gELF3-myc-elf3-1xELF4-ox-ZT10-17C_S16_peak_147	34	.	2.4687900000000003	3.4319	0.65066	232336	1	231415	234916	.	-	CDS	0
AT1G01650	1	237464	237466	1469-gELF3-myc-elf3-1xELF4-ox-ZT10-17C_S16_peak_152	17	.	1.85537	1.7324599999999999	0.07896	237465	1	237147	240648	.	-	CDS	0
AT1G01660	1	243087	243089	1469-gELF3-myc-elf3-1xELF4-ox-ZT10-17C_S16_peak_155	13	.	1.70127	1.38468	0.0	243088	1	242108	245609	.	-	CDS	0
AT1G01670	1	247835	247837	1469-gELF3-myc-elf3-1xELF4-ox-ZT10-17C_S16_peak_158	15	.	1.6866400000000001	1.56864	0.07896	247836	1	244663	248164	.	-	CDS	0
AT1G01680	1	247835	247837	1469-gELF3-myc-elf3-1xELF4-ox-ZT10-17C_S16_peak_158	15	.	1.6866400000000001	1.56864	0.07896	247836	1	247829	251330	.	-	CDS	0
AT1G01690	1	247835	247837	1469-gELF3-myc-elf3-1xELF4-ox-ZT10-17C_S16_peak_158	15	.	1.6866400000000001	1.56864	0.07896	247836	1	246241	249742	.	+	CDS	0
AT1G01695	1	253105	253107	1469-gELF3-myc-elf3-1xELF4-ox-ZT10-17C_S16_peak_159	24	.	2.1296	2.4586799999999998	0.31243000000000004	253106	1	249946	253447	.	+	CDS	0
AT1G01700	1	261264	261266	1469-gELF3-myc-elf3-1xELF4-ox-ZT10-17C_S16_peak_162	17	.	1.85537	1.7324599999999999	0.07896	261265	1	260974	264475	.	-	CDS	0
AT1G01710	1	260268	260270	1469-gELF3-myc-elf3-1xELF4-ox-ZT10-17C_S16_peak_161	22	.	1.9268900000000002	2.24282	0.26941	260269	1	259949	263450	.	+	CDS	0
AT1G01720	1	265662	265664	1469-gELF3-myc-elf3-1xELF4-ox-ZT10-17C_S16_peak_163	17	.	1.85537	1.7324599999999999	0.07896	265663	1	265470	268971	.	+	CDS	0
AT1G01725	1	270940	270942	1469-gELF3-myc-elf3-1xELF4-ox-ZT10-17C_S16_peak_164	17	.	1.85537	1.7324599999999999	0.07896	270941	1	270235	273736	.	-	CDS	0
AT1G01730	1	270940	270942	1469-gELF3-myc-elf3-1xELF4-ox-ZT10-17C_S16_peak_164	17	.	1.85537	1.7324599999999999	0.07896	270941	1	268001	271502	.	+	CDS	0
AT1G01740	1	274863	274865	1469-gELF3-myc-elf3-1xELF4-ox-ZT10-17C_S16_peak_166	34	.	2.47174	3.4382	0.65066	274864	1	273739	277240	.	-	CDS	0
AT1G01750	1	274863	274865	1469-gELF3-myc-elf3-1xELF4-ox-ZT10-17C_S16_peak_166	34	.	2.47174	3.4382	0.65066	274864	1	272527	276028	.	+	CDS	0
AT1G01760	1	280917	280919	1469-gELF3-myc-elf3-1xELF4-ox-ZT10-17C_S16_peak_167	21	.	2.00946	2.11362	0.18384	280918	1	277948	281449	.	-	CDS	0
AT1G01780	1	283010	283012	1469-gELF3-myc-elf3-1xELF4-ox-ZT10-17C_S16_peak_169	39	.	2.62583	3.93448	0.88734	283011	1	279918	283419	.	+	CDS	0
AT1G01790	1	283010	283012	1469-gELF3-myc-elf3-1xELF4-ox-ZT10-17C_S16_peak_169	39	.	2.62583	3.93448	0.88734	283011	1	281780	285281	.	+	CDS	0
AT1G01800	1	292471	292473	1469-gELF3-myc-elf3-1xELF4-ox-ZT10-17C_S16_peak_175	29	.	2.31765	2.96825	0.4734100000000001	292472	1	290395	293896	.	+	CDS	0
AT1G01810	1	292471	292473	1469-gELF3-myc-elf3-1xELF4-ox-ZT10-17C_S16_peak_175	29	.	2.31765	2.96825	0.4734100000000001	292472	1	292241	295742	.	+	CDS	0
AT1G01820	1	300141	300143	1469-gELF3-myc-elf3-1xELF4-ox-ZT10-17C_S16_peak_182	44	.	2.77993	4.4557	1.20072	300142	1	297223	300724	.	-	CDS	0
AT1G01830	1	300141	300143	1469-gELF3-myc-elf3-1xELF4-ox-ZT10-17C_S16_peak_182	44	.	2.77993	4.4557	1.20072	300142	1	299941	303442	.	-	CDS	0
AT1G01840	1	302601	302603	1469-gELF3-myc-elf3-1xELF4-ox-ZT10-17C_S16_peak_184	23	.	2.09912	2.39796	0.31243000000000004	302602	1	300649	304150	.	+	CDS	0
AT1G01860	1	307035	307037	1469-gELF3-myc-elf3-1xELF4-ox-ZT10-17C_S16_peak_187	25	.	2.16355	2.52617	0.31243000000000004	307036	1	305775	309276	.	-	CDS	0
AT1G01920	1	314697	314699	1469-gELF3-myc-elf3-1xELF4-ox-ZT10-17C_S16_peak_188	17	.	1.85537	1.7324599999999999	0.07896	314698	1	313203	316704	.	+	CDS	0
AT1G01930	1	323960	323962	1469-gELF3-myc-elf3-1xELF4-ox-ZT10-17C_S16_peak_191	29	.	2.31765	2.96825	0.4734100000000001	323961	1	322309	325810	.	-	CDS	0
AT1G01950	1	323960	323962	1469-gELF3-myc-elf3-1xELF4-ox-ZT10-17C_S16_peak_191	29	.	2.31765	2.96825	0.4734100000000001	323961	1	322472	325973	.	+	CDS	0
AT1G01960	1	338586	338588	1469-gELF3-myc-elf3-1xELF4-ox-ZT10-17C_S16_peak_197	29	.	2.31765	2.96825	0.4734100000000001	338587	1	337082	340583	.	-	CDS	0
AT1G01970	1	338586	338588	1469-gELF3-myc-elf3-1xELF4-ox-ZT10-17C_S16_peak_197	29	.	2.31765	2.96825	0.4734100000000001	338587	1	335537	339038	.	+	CDS	0
AT1G01980	1	342343	342345	1469-gELF3-myc-elf3-1xELF4-ox-ZT10-17C_S16_peak_198	23	.	2.0695	2.3388299999999997	0.31243000000000004	342344	1	341499	345000	.	-	CDS	0
AT1G02000	1	343268	343270	1469-gELF3-myc-elf3-1xELF4-ox-ZT10-17C_S16_peak_200	21	.	2.00946	2.11362	0.18384	343269	1	343051	346552	.	+	CDS	0
AT1G02010	1	347598	347600	1469-gELF3-myc-elf3-1xELF4-ox-ZT10-17C_S16_peak_201	30	.	2.2994	3.06638	0.53296	347599	1	345045	348546	.	+	CDS	0
AT1G02020	1	357739	357741	1469-gELF3-myc-elf3-1xELF4-ox-ZT10-17C_S16_peak_203	17	.	1.85537	1.7324599999999999	0.07896	357740	1	354345	357846	.	-	CDS	0
AT1G02030	1	357739	357741	1469-gELF3-myc-elf3-1xELF4-ox-ZT10-17C_S16_peak_203	17	.	1.85537	1.7324599999999999	0.07896	357740	1	355688	359189	.	-	CDS	0
AT1G02040	1	361353	361355	1469-gELF3-myc-elf3-1xELF4-ox-ZT10-17C_S16_peak_206	50	.	2.9340200000000003	5.0006	1.5970799999999998	361354	1	358578	362079	.	-	CDS	0
AT1G02050	1	361353	361355	1469-gELF3-myc-elf3-1xELF4-ox-ZT10-17C_S16_peak_206	50	.	2.9340200000000003	5.0006	1.5970799999999998	361354	1	359941	363442	.	-	CDS	0
AT1G02070	1	372875	372877	1469-gELF3-myc-elf3-1xELF4-ox-ZT10-17C_S16_peak_210	50	.	2.9340200000000003	5.0006	1.5970799999999998	372876	1	370447	373948	.	-	CDS	0
AT1G02074	1	371368	371370	1469-gELF3-myc-elf3-1xELF4-ox-ZT10-17C_S16_peak_209	37	.	2.47674	3.7572699999999997	0.8678299999999999	371369	1	369063	372564	.	+	CDS	0
AT1G02080	1	372875	372877	1469-gELF3-myc-elf3-1xELF4-ox-ZT10-17C_S16_peak_210	50	.	2.9340200000000003	5.0006	1.5970799999999998	372876	1	370334	373835	.	+	CDS	0
AT1G02090	1	391173	391175	1469-gELF3-myc-elf3-1xELF4-ox-ZT10-17C_S16_peak_219	21	.	2.00946	2.11362	0.18384	391174	1	389068	392569	.	-	CDS	0
AT1G02110	1	391173	391175	1469-gELF3-myc-elf3-1xELF4-ox-ZT10-17C_S16_peak_219	21	.	2.00946	2.11362	0.18384	391174	1	389938	393439	.	+	CDS	0
AT1G02130	1	403263	403265	1469-gELF3-myc-elf3-1xELF4-ox-ZT10-17C_S16_peak_222	29	.	2.31765	2.96825	0.4734100000000001	403264	1	401288	404789	.	-	CDS	0
AT1G02140	1	404949	404951	1469-gELF3-myc-elf3-1xELF4-ox-ZT10-17C_S16_peak_224	29	.	2.31765	2.96825	0.4734100000000001	404950	1	403901	407402	.	-	CDS	0
AT1G02145	1	403263	403265	1469-gELF3-myc-elf3-1xELF4-ox-ZT10-17C_S16_peak_222	29	.	2.31765	2.96825	0.4734100000000001	403264	1	401626	405127	.	+	CDS	0
AT1G02150	1	408586	408588	1469-gELF3-myc-elf3-1xELF4-ox-ZT10-17C_S16_peak_226	17	.	1.85537	1.7324599999999999	0.07896	408587	1	405778	409279	.	+	CDS	0
AT1G02160	1	408586	408588	1469-gELF3-myc-elf3-1xELF4-ox-ZT10-17C_S16_peak_226	17	.	1.85537	1.7324599999999999	0.07896	408587	1	407802	411303	.	+	CDS	0
AT1G02170	1	411626	411628	1469-gELF3-myc-elf3-1xELF4-ox-ZT10-17C_S16_peak_228	34	.	2.47174	3.4382	0.65066	411627	1	408882	412383	.	+	CDS	0
AT1G02180	1	416603	416605	1469-gELF3-myc-elf3-1xELF4-ox-ZT10-17C_S16_peak_232	29	.	2.31765	2.96825	0.4734100000000001	416604	1	414005	417506	.	-	CDS	0
AT1G02190	1	414315	414317	1469-gELF3-myc-elf3-1xELF4-ox-ZT10-17C_S16_peak_230	21	.	2.00946	2.11362	0.18384	414316	1	412153	415654	.	+	CDS	0
AT1G02205	1	416603	416605	1469-gELF3-myc-elf3-1xELF4-ox-ZT10-17C_S16_peak_232	29	.	2.31765	2.96825	0.4734100000000001	416604	1	415817	419318	.	+	CDS	0
AT1G02210	1	428602	428604	1469-gELF3-myc-elf3-1xELF4-ox-ZT10-17C_S16_peak_239	15	.	1.6866400000000001	1.56864	0.07896	428603	1	427311	430812	.	-	CDS	0
AT1G02220	1	432326	432328	1469-gELF3-myc-elf3-1xELF4-ox-ZT10-17C_S16_peak_240	34	.	2.4687900000000003	3.4319	0.65066	432327	1	430067	433568	.	-	CDS	0
AT1G02230	1	439268	439270	1469-gELF3-myc-elf3-1xELF4-ox-ZT10-17C_S16_peak_243	17	.	1.85537	1.7324599999999999	0.07896	439269	1	436275	439776	.	-	CDS	0
AT1G02250	1	440336	440338	1469-gELF3-myc-elf3-1xELF4-ox-ZT10-17C_S16_peak_244	45	.	2.7294400000000003	4.52093	1.25395	440337	1	439059	442560	.	-	CDS	0
AT1G02260	1	445256	445258	1469-gELF3-myc-elf3-1xELF4-ox-ZT10-17C_S16_peak_247	25	.	2.16355	2.52617	0.31243000000000004	445257	1	441959	445460	.	-	CDS	0
AT1G02270	1	447958	447960	1469-gELF3-myc-elf3-1xELF4-ox-ZT10-17C_S16_peak_249	25	.	2.16355	2.52617	0.31243000000000004	447959	1	445697	449198	.	-	CDS	0
AT1G02280	1	452020	452022	1469-gELF3-myc-elf3-1xELF4-ox-ZT10-17C_S16_peak_251	50	.	2.9340200000000003	5.0006	1.5970799999999998	452021	1	449746	453247	.	-	CDS	0
AT1G02290	1	452020	452022	1469-gELF3-myc-elf3-1xELF4-ox-ZT10-17C_S16_peak_251	50	.	2.9340200000000003	5.0006	1.5970799999999998	452021	1	451477	454978	.	-	CDS	0
AT1G02300	1	452020	452022	1469-gELF3-myc-elf3-1xELF4-ox-ZT10-17C_S16_peak_251	50	.	2.9340200000000003	5.0006	1.5970799999999998	452021	1	450287	453788	.	+	CDS	0
AT1G02305	1	455455	455457	1469-gELF3-myc-elf3-1xELF4-ox-ZT10-17C_S16_peak_252	20	.	1.8195700000000001	2.08455	0.18384	455456	1	452815	456316	.	+	CDS	0
AT1G02310	1	461878	461880	1469-gELF3-myc-elf3-1xELF4-ox-ZT10-17C_S16_peak_255	29	.	2.31765	2.96825	0.4734100000000001	461879	1	460152	463653	.	-	CDS	0
AT1G02320	1	461878	461880	1469-gELF3-myc-elf3-1xELF4-ox-ZT10-17C_S16_peak_255	29	.	2.31765	2.96825	0.4734100000000001	461879	1	458827	462328	.	+	CDS	0
AT1G02330	1	465534	465536	1469-gELF3-myc-elf3-1xELF4-ox-ZT10-17C_S16_peak_257	23	.	2.09912	2.39796	0.31243000000000004	465535	1	463021	466522	.	-	CDS	0
AT1G02335	1	465534	465536	1469-gELF3-myc-elf3-1xELF4-ox-ZT10-17C_S16_peak_257	23	.	2.09912	2.39796	0.31243000000000004	465535	1	464376	467877	.	-	CDS	0
AT1G02340	1	469595	469597	1469-gELF3-myc-elf3-1xELF4-ox-ZT10-17C_S16_peak_261	34	.	2.45433	3.4009400000000003	0.65066	469596	1	467185	470686	.	-	CDS	0
AT1G02350	1	469595	469597	1469-gELF3-myc-elf3-1xELF4-ox-ZT10-17C_S16_peak_261	34	.	2.45433	3.4009400000000003	0.65066	469596	1	466817	470318	.	+	CDS	0
AT1G02360	1	474348	474350	1469-gELF3-myc-elf3-1xELF4-ox-ZT10-17C_S16_peak_267	34	.	2.47174	3.4382	0.65066	474349	1	472616	476117	.	-	CDS	0
AT1G02370	1	474348	474350	1469-gELF3-myc-elf3-1xELF4-ox-ZT10-17C_S16_peak_267	34	.	2.47174	3.4382	0.65066	474349	1	471515	475016	.	+	CDS	0
AT1G02380	1	475402	475404	1469-gELF3-myc-elf3-1xELF4-ox-ZT10-17C_S16_peak_268	25	.	2.16355	2.52617	0.31243000000000004	475403	1	474813	478314	.	+	CDS	0
AT1G02390	1	480224	480226	1469-gELF3-myc-elf3-1xELF4-ox-ZT10-17C_S16_peak_272	42	.	2.61402	4.244759999999999	1.1205100000000001	480225	1	477920	481421	.	+	CDS	0
AT1G02391	1	484751	484753	1469-gELF3-myc-elf3-1xELF4-ox-ZT10-17C_S16_peak_274	10	.	1.44639	1.00647	0.0	484752	1	483419	486920	.	-	CDS	0
AT1G02400	1	484751	484753	1469-gELF3-myc-elf3-1xELF4-ox-ZT10-17C_S16_peak_274	10	.	1.44639	1.00647	0.0	484752	1	483963	487464	.	+	CDS	0
AT1G02405	1	490550	490552	1469-gELF3-myc-elf3-1xELF4-ox-ZT10-17C_S16_peak_279	34	.	2.47174	3.4382	0.65066	490551	1	489997	493498	.	-	CDS	0
AT1G02410	1	490550	490552	1469-gELF3-myc-elf3-1xELF4-ox-ZT10-17C_S16_peak_279	34	.	2.47174	3.4382	0.65066	490551	1	488299	491800	.	+	CDS	0
AT1G02420	1	494096	494098	1469-gELF3-myc-elf3-1xELF4-ox-ZT10-17C_S16_peak_281	24	.	2.06488	2.44027	0.31243000000000004	494097	1	490682	494183	.	+	CDS	0
AT1G02430	1	497784	497786	1469-gELF3-myc-elf3-1xELF4-ox-ZT10-17C_S16_peak_282	10	.	1.44639	1.00647	0.0	497785	1	495562	499063	.	-	CDS	0
AT1G02440	1	497784	497786	1469-gELF3-myc-elf3-1xELF4-ox-ZT10-17C_S16_peak_282	10	.	1.44639	1.00647	0.0	497785	1	496979	500480	.	-	CDS	0
AT1G02460	1	509526	509528	1469-gELF3-myc-elf3-1xELF4-ox-ZT10-17C_S16_peak_288	28	.	2.28127	2.89299	0.4734100000000001	509527	1	506599	510100	.	-	CDS	0
AT1G02470	1	516340	516342	1469-gELF3-myc-elf3-1xELF4-ox-ZT10-17C_S16_peak_295	28	.	2.2021599999999997	2.85376	0.4734100000000001	516341	1	513073	516574	.	-	CDS	0
