feat_acc	chrom	start	end	acc	score	strand	FC	neglogPval	neglogQval	summit	feat_chrom	feat_start	feat_end	feat_score	feat_strand	feat_FC	distance
AT1G01695	1	251915	251917	pCAMTA3-22C-mock_S4_peak_260	32	.	2.51213	3.2145	0.15006	251916	1	249946	253447	.	+	CDS	0
AT1G01700	1	263944	263946	pCAMTA3-22C-mock_S4_peak_265	10	.	1.54186	1.03542	0.0	263945	1	260974	264475	.	-	CDS	0
AT1G01710	1	260196	260198	pCAMTA3-22C-mock_S4_peak_263	26	.	2.37495	2.67512	0.04573	260197	1	259949	263450	.	+	CDS	0
AT1G01720	1	268355	268357	pCAMTA3-22C-mock_S4_peak_270	49	.	3.1185400000000003	4.9368	1.07645	268356	1	265470	268971	.	+	CDS	0
AT1G01725	1	271414	271416	pCAMTA3-22C-mock_S4_peak_278	27	.	2.3908400000000003	2.70289	0.04573	271415	1	270235	273736	.	-	CDS	0
AT1G01730	1	268355	268357	pCAMTA3-22C-mock_S4_peak_270	49	.	3.1185400000000003	4.9368	1.07645	268356	1	268001	271502	.	+	CDS	0
AT1G01740	1	277135	277137	pCAMTA3-22C-mock_S4_peak_285	22	.	2.1482799999999997	2.2263	0.0	277136	1	273739	277240	.	-	CDS	0
AT1G01750	1	275410	275412	pCAMTA3-22C-mock_S4_peak_283	21	.	2.1164400000000003	2.17211	0.0	275411	1	272527	276028	.	+	CDS	0
AT1G01760	1	278226	278228	pCAMTA3-22C-mock_S4_peak_288	17	.	1.9057099999999998	1.7874299999999999	0.0	278227	1	277948	281449	.	-	CDS	0
AT1G01770	1	277135	277137	pCAMTA3-22C-mock_S4_peak_285	22	.	2.1482799999999997	2.2263	0.0	277136	1	275758	279259	.	+	CDS	0
AT1G01780	1	280443	280445	pCAMTA3-22C-mock_S4_peak_291	17	.	1.9057099999999998	1.7874299999999999	0.0	280444	1	279918	283419	.	+	CDS	0
AT1G01790	1	284005	284007	pCAMTA3-22C-mock_S4_peak_294	17	.	2.02699	1.7874299999999999	0.0	284006	1	281780	285281	.	+	CDS	0
AT1G01800	1	292292	292294	pCAMTA3-22C-mock_S4_peak_303	22	.	2.26956	2.2263	0.0	292293	1	290395	293896	.	+	CDS	0
AT1G01810	1	292292	292294	pCAMTA3-22C-mock_S4_peak_303	22	.	2.26956	2.2263	0.0	292293	1	292241	295742	.	+	CDS	0
AT1G01820	1	297513	297515	pCAMTA3-22C-mock_S4_peak_310	21	.	2.23592	2.17211	0.0	297514	1	297223	300724	.	-	CDS	0
AT1G01830	1	302584	302586	pCAMTA3-22C-mock_S4_peak_315	25	.	2.3017	2.54672	0.04573	302585	1	299941	303442	.	-	CDS	0
AT1G01840	1	303900	303902	pCAMTA3-22C-mock_S4_peak_317	32	.	2.51213	3.2145	0.15006	303901	1	300649	304150	.	+	CDS	0
AT1G01860	1	307752	307754	pCAMTA3-22C-mock_S4_peak_324	22	.	2.26956	2.2263	0.0	307753	1	305775	309276	.	-	CDS	0
AT1G01880	1	308655	308657	pCAMTA3-22C-mock_S4_peak_326	20	.	2.06818	2.0897900000000003	0.0	308656	1	308491	311992	.	-	CDS	0
AT1G01900	1	307752	307754	pCAMTA3-22C-mock_S4_peak_324	22	.	2.26956	2.2263	0.0	307753	1	307331	310832	.	+	CDS	0
AT1G01910	1	315839	315841	pCAMTA3-22C-mock_S4_peak_332	32	.	2.63341	3.2145	0.15006	315840	1	315331	318832	.	-	CDS	0
AT1G01920	1	315839	315841	pCAMTA3-22C-mock_S4_peak_332	32	.	2.63341	3.2145	0.15006	315840	1	313203	316704	.	+	CDS	0
AT1G01930	1	325228	325230	pCAMTA3-22C-mock_S4_peak_344	32	.	2.63341	3.2145	0.15006	325229	1	322309	325810	.	-	CDS	0
AT1G01940	1	323329	323331	pCAMTA3-22C-mock_S4_peak_341	20	.	2.06818	2.0897900000000003	0.0	323330	1	320081	323582	.	+	CDS	0
AT1G01950	1	325228	325230	pCAMTA3-22C-mock_S4_peak_344	32	.	2.63341	3.2145	0.15006	325229	1	322472	325973	.	+	CDS	0
AT1G01960	1	337480	337482	pCAMTA3-22C-mock_S4_peak_361	22	.	2.26956	2.2263	0.0	337481	1	337082	340583	.	-	CDS	0
AT1G01970	1	337480	337482	pCAMTA3-22C-mock_S4_peak_361	22	.	2.26956	2.2263	0.0	337481	1	335537	339038	.	+	CDS	0
AT1G01980	1	343333	343335	pCAMTA3-22C-mock_S4_peak_370	20	.	2.06818	2.0897900000000003	0.0	343334	1	341499	345000	.	-	CDS	0
AT1G01990	1	345984	345986	pCAMTA3-22C-mock_S4_peak_373	27	.	2.3908400000000003	2.70289	0.04573	345985	1	343699	347200	.	-	CDS	0
AT1G02000	1	345984	345986	pCAMTA3-22C-mock_S4_peak_373	27	.	2.3908400000000003	2.70289	0.04573	345985	1	343051	346552	.	+	CDS	0
AT1G02010	1	348289	348291	pCAMTA3-22C-mock_S4_peak_376	33	.	2.65155	3.34599	0.25517	348290	1	345045	348546	.	+	CDS	0
AT1G02020	1	354858	354860	pCAMTA3-22C-mock_S4_peak_385	43	.	2.99726	4.33345	0.7276	354859	1	354345	357846	.	-	CDS	0
AT1G02030	1	356937	356939	pCAMTA3-22C-mock_S4_peak_389	27	.	2.3908400000000003	2.70289	0.04573	356938	1	355688	359189	.	-	CDS	0
AT1G02040	1	360362	360364	pCAMTA3-22C-mock_S4_peak_393	32	.	2.63341	3.2145	0.15006	360363	1	358578	362079	.	-	CDS	0
AT1G02050	1	360362	360364	pCAMTA3-22C-mock_S4_peak_393	32	.	2.63341	3.2145	0.15006	360363	1	359941	363442	.	-	CDS	0
AT1G02060	1	364304	364306	pCAMTA3-22C-mock_S4_peak_398	32	.	2.51213	3.2145	0.15006	364305	1	362550	366051	.	-	CDS	0
AT1G02065	1	364304	364306	pCAMTA3-22C-mock_S4_peak_398	32	.	2.51213	3.2145	0.15006	364305	1	362624	366125	.	+	CDS	0
AT1G02070	1	373275	373277	pCAMTA3-22C-mock_S4_peak_402	25	.	2.3017	2.54672	0.04573	373276	1	370447	373948	.	-	CDS	0
AT1G02074	1	372242	372244	pCAMTA3-22C-mock_S4_peak_401	17	.	1.9057099999999998	1.7874299999999999	0.0	372243	1	369063	372564	.	+	CDS	0
AT1G02080	1	373275	373277	pCAMTA3-22C-mock_S4_peak_402	25	.	2.3017	2.54672	0.04573	373276	1	370334	373835	.	+	CDS	0
AT1G02090	1	389585	389587	pCAMTA3-22C-mock_S4_peak_421	20	.	2.18494	2.0897900000000003	0.0	389586	1	389068	392569	.	-	CDS	0
AT1G02100	1	387646	387648	pCAMTA3-22C-mock_S4_peak_418	20	.	2.18494	2.0897900000000003	0.0	387647	1	386875	390376	.	+	CDS	0
AT1G02110	1	393256	393258	pCAMTA3-22C-mock_S4_peak_425	32	.	2.63341	3.2145	0.15006	393257	1	389938	393439	.	+	CDS	0
AT1G02120	1	393256	393258	pCAMTA3-22C-mock_S4_peak_425	32	.	2.63341	3.2145	0.15006	393257	1	392760	396261	.	+	CDS	0
AT1G02130	1	403030	403032	pCAMTA3-22C-mock_S4_peak_437	27	.	2.3908400000000003	2.70289	0.04573	403031	1	401288	404789	.	-	CDS	0
AT1G02140	1	405792	405794	pCAMTA3-22C-mock_S4_peak_441	22	.	2.26956	2.2263	0.0	405793	1	403901	407402	.	-	CDS	0
AT1G02145	1	403030	403032	pCAMTA3-22C-mock_S4_peak_437	27	.	2.3908400000000003	2.70289	0.04573	403031	1	401626	405127	.	+	CDS	0
AT1G02150	1	405792	405794	pCAMTA3-22C-mock_S4_peak_441	22	.	2.26956	2.2263	0.0	405793	1	405778	409279	.	+	CDS	0
AT1G02160	1	408569	408571	pCAMTA3-22C-mock_S4_peak_445	22	.	2.1482799999999997	2.2263	0.0	408570	1	407802	411303	.	+	CDS	0
AT1G02170	1	411574	411576	pCAMTA3-22C-mock_S4_peak_449	32	.	2.63341	3.2145	0.15006	411575	1	408882	412383	.	+	CDS	0
AT1G02180	1	415515	415517	pCAMTA3-22C-mock_S4_peak_455	32	.	2.63341	3.2145	0.15006	415516	1	414005	417506	.	-	CDS	0
AT1G02190	1	415515	415517	pCAMTA3-22C-mock_S4_peak_455	32	.	2.63341	3.2145	0.15006	415516	1	412153	415654	.	+	CDS	0
AT1G02205	1	418306	418308	pCAMTA3-22C-mock_S4_peak_457	20	.	2.18494	2.0897900000000003	0.0	418307	1	415817	419318	.	+	CDS	0
AT1G02210	1	428633	428635	pCAMTA3-22C-mock_S4_peak_465	18	.	2.0401	1.8547799999999999	0.0	428634	1	427311	430812	.	-	CDS	0
AT1G02230	1	437591	437593	pCAMTA3-22C-mock_S4_peak_471	25	.	2.3017	2.54672	0.04573	437592	1	436275	439776	.	-	CDS	0
AT1G02250	1	439230	439232	pCAMTA3-22C-mock_S4_peak_473	17	.	2.02699	1.7874299999999999	0.0	439231	1	439059	442560	.	-	CDS	0
AT1G02260	1	445255	445257	pCAMTA3-22C-mock_S4_peak_476	22	.	2.1482799999999997	2.2263	0.0	445256	1	441959	445460	.	-	CDS	0
AT1G02270	1	448975	448977	pCAMTA3-22C-mock_S4_peak_478	20	.	2.06818	2.0897900000000003	0.0	448976	1	445697	449198	.	-	CDS	0
AT1G02280	1	452028	452030	pCAMTA3-22C-mock_S4_peak_485	32	.	2.63341	3.2145	0.15006	452029	1	449746	453247	.	-	CDS	0
AT1G02290	1	452028	452030	pCAMTA3-22C-mock_S4_peak_485	32	.	2.63341	3.2145	0.15006	452029	1	451477	454978	.	-	CDS	0
AT1G02300	1	452028	452030	pCAMTA3-22C-mock_S4_peak_485	32	.	2.63341	3.2145	0.15006	452029	1	450287	453788	.	+	CDS	0
AT1G02305	1	454934	454936	pCAMTA3-22C-mock_S4_peak_487	17	.	1.9057099999999998	1.7874299999999999	0.0	454935	1	452815	456316	.	+	CDS	0
AT1G02310	1	461670	461672	pCAMTA3-22C-mock_S4_peak_491	17	.	2.02699	1.7874299999999999	0.0	461671	1	460152	463653	.	-	CDS	0
AT1G02320	1	459014	459016	pCAMTA3-22C-mock_S4_peak_490	22	.	2.1482799999999997	2.2263	0.0	459015	1	458827	462328	.	+	CDS	0
AT1G02330	1	466056	466058	pCAMTA3-22C-mock_S4_peak_496	26	.	2.38484	2.6924	0.04573	466057	1	463021	466522	.	-	CDS	0
AT1G02335	1	466056	466058	pCAMTA3-22C-mock_S4_peak_496	26	.	2.38484	2.6924	0.04573	466057	1	464376	467877	.	-	CDS	0
AT1G02340	1	470420	470422	pCAMTA3-22C-mock_S4_peak_498	31	.	2.4045900000000002	3.15615	0.15006	470421	1	467185	470686	.	-	CDS	0
AT1G02350	1	468989	468991	pCAMTA3-22C-mock_S4_peak_497	13	.	1.61218	1.30346	0.0	468990	1	466817	470318	.	+	CDS	0
AT1G02360	1	473115	473117	pCAMTA3-22C-mock_S4_peak_501	37	.	2.75469	3.7587300000000003	0.35356	473116	1	472616	476117	.	-	CDS	0
AT1G02370	1	473115	473117	pCAMTA3-22C-mock_S4_peak_501	37	.	2.75469	3.7587300000000003	0.35356	473116	1	471515	475016	.	+	CDS	0
AT1G02380	1	477865	477867	pCAMTA3-22C-mock_S4_peak_506	21	.	2.23592	2.17211	0.0	477866	1	474813	478314	.	+	CDS	0
AT1G02390	1	481061	481063	pCAMTA3-22C-mock_S4_peak_508	22	.	2.1482799999999997	2.2263	0.0	481062	1	477920	481421	.	+	CDS	0
AT1G02391	1	485696	485698	pCAMTA3-22C-mock_S4_peak_511	42	.	2.64488	4.244759999999999	0.7208	485697	1	483419	486920	.	-	CDS	0
AT1G02400	1	485696	485698	pCAMTA3-22C-mock_S4_peak_511	42	.	2.64488	4.244759999999999	0.7208	485697	1	483963	487464	.	+	CDS	0
AT1G02405	1	493150	493152	pCAMTA3-22C-mock_S4_peak_518	23	.	2.17635	2.32525	0.0	493151	1	489997	493498	.	-	CDS	0
AT1G02410	1	490607	490609	pCAMTA3-22C-mock_S4_peak_515	22	.	2.11269	2.26336	0.0	490608	1	488299	491800	.	+	CDS	0
AT1G02420	1	493150	493152	pCAMTA3-22C-mock_S4_peak_518	23	.	2.17635	2.32525	0.0	493151	1	490682	494183	.	+	CDS	0
AT1G02430	1	499020	499022	pCAMTA3-22C-mock_S4_peak_523	29	.	2.3771	2.96022	0.15006	499021	1	495562	499063	.	-	CDS	0
AT1G02440	1	499020	499022	pCAMTA3-22C-mock_S4_peak_523	29	.	2.3771	2.96022	0.15006	499021	1	496979	500480	.	-	CDS	0
AT1G02450	1	499020	499022	pCAMTA3-22C-mock_S4_peak_523	29	.	2.3771	2.96022	0.15006	499021	1	497980	501481	.	-	CDS	0
AT1G02460	1	507214	507216	pCAMTA3-22C-mock_S4_peak_527	21	.	2.24825	2.19198	0.0	507215	1	506599	510100	.	-	CDS	0
AT1G02470	1	515328	515330	pCAMTA3-22C-mock_S4_peak_531	16	.	1.9514200000000002	1.6703299999999999	0.0	515329	1	513073	516574	.	-	CDS	0
AT1G02475	1	515328	515330	pCAMTA3-22C-mock_S4_peak_531	16	.	1.9514200000000002	1.6703299999999999	0.0	515329	1	514831	518332	.	-	CDS	0
AT1G02490	1	515328	515330	pCAMTA3-22C-mock_S4_peak_531	16	.	1.9514200000000002	1.6703299999999999	0.0	515329	1	513617	517118	.	+	CDS	0
AT1G02500	1	519005	519007	pCAMTA3-22C-mock_S4_peak_536	22	.	2.26956	2.2263	0.0	519006	1	516036	519537	.	+	CDS	0
AT1G02510	1	521871	521873	pCAMTA3-22C-mock_S4_peak_541	29	.	2.33039	2.93508	0.15006	521872	1	521126	524627	.	-	CDS	0
AT1G02520	1	521871	521873	pCAMTA3-22C-mock_S4_peak_541	29	.	2.33039	2.93508	0.15006	521872	1	521133	524634	.	+	CDS	0
AT1G02530	1	528830	528832	pCAMTA3-22C-mock_S4_peak_543	17	.	2.02699	1.7874299999999999	0.0	528831	1	526835	530336	.	+	CDS	0
AT1G02540	1	535571	535573	pCAMTA3-22C-mock_S4_peak_546	32	.	2.51213	3.2145	0.15006	535572	1	535199	538700	.	-	CDS	0
AT1G02550	1	535571	535573	pCAMTA3-22C-mock_S4_peak_546	32	.	2.51213	3.2145	0.15006	535572	1	533482	536983	.	+	CDS	0
AT1G02560	1	535571	535573	pCAMTA3-22C-mock_S4_peak_546	32	.	2.51213	3.2145	0.15006	535572	1	534999	538500	.	+	CDS	0
AT1G02570	1	538460	538462	pCAMTA3-22C-mock_S4_peak_550	20	.	2.06818	2.0897900000000003	0.0	538461	1	538379	541880	.	+	CDS	0
AT1G02575	1	543400	543402	pCAMTA3-22C-mock_S4_peak_554	32	.	2.51213	3.2145	0.15006	543401	1	540152	543653	.	+	CDS	0
AT1G02580	1	543400	543402	pCAMTA3-22C-mock_S4_peak_554	32	.	2.51213	3.2145	0.15006	543401	1	541795	545296	.	+	CDS	0
AT1G02590	1	552528	552530	pCAMTA3-22C-mock_S4_peak_556	16	.	1.9514200000000002	1.6703299999999999	0.0	552529	1	552261	555762	.	-	CDS	0
AT1G02610	1	557463	557465	pCAMTA3-22C-mock_S4_peak_560	21	.	2.10489	2.15243	0.0	557464	1	555354	558855	.	-	CDS	0
AT1G02620	1	557463	557465	pCAMTA3-22C-mock_S4_peak_560	21	.	2.10489	2.15243	0.0	557464	1	554091	557592	.	+	CDS	0
AT1G02630	1	561946	561948	pCAMTA3-22C-mock_S4_peak_564	30	.	2.53523	3.0384700000000002	0.15006	561947	1	561882	565383	.	-	CDS	0
AT1G02640	1	561946	561948	pCAMTA3-22C-mock_S4_peak_564	30	.	2.53523	3.0384700000000002	0.15006	561947	1	561292	564793	.	+	CDS	0
AT1G02650	1	569175	569177	pCAMTA3-22C-mock_S4_peak_572	27	.	2.3908400000000003	2.70289	0.04573	569176	1	565703	569204	.	+	CDS	0
AT1G02660	1	575646	575648	pCAMTA3-22C-mock_S4_peak_579	23	.	2.20427	2.3747700000000003	0.0	575647	1	574246	577747	.	-	CDS	0
AT1G02670	1	575646	575648	pCAMTA3-22C-mock_S4_peak_579	23	.	2.20427	2.3747700000000003	0.0	575647	1	573045	576546	.	+	CDS	0
