feat_acc	chrom	start	end	acc	score	strand	FC	neglogPval	neglogQval	summit	feat_chrom	feat_start	feat_end	feat_score	feat_strand	feat_FC	distance
AT1G01740	1	277136	277138	pICE1-ICE1-LD-22C-ZT0--22C-cycloheximide_S9_peak_168	31	.	2.19463	3.17122	0.75154	277137	1	273739	277240	.	-	CDS	0
AT1G01750	1	272684	272686	pICE1-ICE1-LD-22C-ZT0--22C-cycloheximide_S9_peak_162	27	.	2.12339	2.75765	0.58735	272685	1	272527	276028	.	+	CDS	0
AT1G01760	1	278184	278186	pICE1-ICE1-LD-22C-ZT0--22C-cycloheximide_S9_peak_170	23	.	2.05215	2.36835	0.35023000000000004	278185	1	277948	281449	.	-	CDS	0
AT1G01770	1	277497	277499	pICE1-ICE1-LD-22C-ZT0--22C-cycloheximide_S9_peak_169	45	.	2.69332	4.54661	1.57194	277498	1	275758	279259	.	+	CDS	0
AT1G01780	1	281740	281742	pICE1-ICE1-LD-22C-ZT0--22C-cycloheximide_S9_peak_174	23	.	2.05215	2.36835	0.35023000000000004	281741	1	279918	283419	.	+	CDS	0
AT1G01790	1	284917	284919	pICE1-ICE1-LD-22C-ZT0--22C-cycloheximide_S9_peak_176	27	.	2.12339	2.75765	0.58735	284918	1	281780	285281	.	+	CDS	0
AT1G01800	1	290874	290876	pICE1-ICE1-LD-22C-ZT0--22C-cycloheximide_S9_peak_182	27	.	2.12339	2.75765	0.58735	290875	1	290395	293896	.	+	CDS	0
AT1G01810	1	293493	293495	pICE1-ICE1-LD-22C-ZT0--22C-cycloheximide_S9_peak_184	22	.	1.9940200000000001	2.24282	0.35023000000000004	293494	1	292241	295742	.	+	CDS	0
AT1G01820	1	299124	299126	pICE1-ICE1-LD-22C-ZT0--22C-cycloheximide_S9_peak_191	23	.	1.98091	2.36835	0.35023000000000004	299125	1	297223	300724	.	-	CDS	0
AT1G01830	1	302672	302674	pICE1-ICE1-LD-22C-ZT0--22C-cycloheximide_S9_peak_193	19	.	1.9073099999999998	1.99967	0.2394	302673	1	299941	303442	.	-	CDS	0
AT1G01840	1	303850	303852	pICE1-ICE1-LD-22C-ZT0--22C-cycloheximide_S9_peak_194	36	.	2.40836	3.60794	0.962	303851	1	300649	304150	.	+	CDS	0
AT1G01860	1	306134	306136	pICE1-ICE1-LD-22C-ZT0--22C-cycloheximide_S9_peak_195	31	.	2.26587	3.17122	0.75154	306135	1	305775	309276	.	-	CDS	0
AT1G01880	1	308674	308676	pICE1-ICE1-LD-22C-ZT0--22C-cycloheximide_S9_peak_198	16	.	1.69595	1.6676099999999998	0.16505	308675	1	308491	311992	.	-	CDS	0
AT1G01900	1	308674	308676	pICE1-ICE1-LD-22C-ZT0--22C-cycloheximide_S9_peak_198	16	.	1.69595	1.6676099999999998	0.16505	308675	1	307331	310832	.	+	CDS	0
AT1G01910	1	317087	317089	pICE1-ICE1-LD-22C-ZT0--22C-cycloheximide_S9_peak_203	27	.	2.12339	2.75765	0.58735	317088	1	315331	318832	.	-	CDS	0
AT1G01920	1	314592	314594	pICE1-ICE1-LD-22C-ZT0--22C-cycloheximide_S9_peak_201	20	.	1.83843	2.00457	0.2394	314593	1	313203	316704	.	+	CDS	0
AT1G01930	1	323346	323348	pICE1-ICE1-LD-22C-ZT0--22C-cycloheximide_S9_peak_209	27	.	2.12339	2.75765	0.58735	323347	1	322309	325810	.	-	CDS	0
AT1G01940	1	320924	320926	pICE1-ICE1-LD-22C-ZT0--22C-cycloheximide_S9_peak_207	45	.	2.62208	4.54661	1.57194	320925	1	320081	323582	.	+	CDS	0
AT1G01950	1	323346	323348	pICE1-ICE1-LD-22C-ZT0--22C-cycloheximide_S9_peak_209	27	.	2.12339	2.75765	0.58735	323347	1	322472	325973	.	+	CDS	0
AT1G01960	1	337125	337127	pICE1-ICE1-LD-22C-ZT0--22C-cycloheximide_S9_peak_223	20	.	1.90967	2.00457	0.2394	337126	1	337082	340583	.	-	CDS	0
AT1G01970	1	336847	336849	pICE1-ICE1-LD-22C-ZT0--22C-cycloheximide_S9_peak_222	31	.	2.14165	3.18684	0.7545	336848	1	335537	339038	.	+	CDS	0
AT1G01980	1	343265	343267	pICE1-ICE1-LD-22C-ZT0--22C-cycloheximide_S9_peak_228	30	.	2.20169	3.01855	0.75154	343266	1	341499	345000	.	-	CDS	0
AT1G01990	1	346380	346382	pICE1-ICE1-LD-22C-ZT0--22C-cycloheximide_S9_peak_230	31	.	2.19463	3.17122	0.75154	346381	1	343699	347200	.	-	CDS	0
AT1G02000	1	343265	343267	pICE1-ICE1-LD-22C-ZT0--22C-cycloheximide_S9_peak_228	30	.	2.20169	3.01855	0.75154	343266	1	343051	346552	.	+	CDS	0
AT1G02010	1	346380	346382	pICE1-ICE1-LD-22C-ZT0--22C-cycloheximide_S9_peak_230	31	.	2.19463	3.17122	0.75154	346381	1	345045	348546	.	+	CDS	0
AT1G02020	1	355273	355275	pICE1-ICE1-LD-22C-ZT0--22C-cycloheximide_S9_peak_236	31	.	2.19463	3.17122	0.75154	355274	1	354345	357846	.	-	CDS	0
AT1G02030	1	358920	358922	pICE1-ICE1-LD-22C-ZT0--22C-cycloheximide_S9_peak_240	40	.	2.55084	4.0667300000000015	1.23894	358921	1	355688	359189	.	-	CDS	0
AT1G02040	1	358920	358922	pICE1-ICE1-LD-22C-ZT0--22C-cycloheximide_S9_peak_240	40	.	2.55084	4.0667300000000015	1.23894	358921	1	358578	362079	.	-	CDS	0
AT1G02050	1	362683	362685	pICE1-ICE1-LD-22C-ZT0--22C-cycloheximide_S9_peak_245	40	.	2.4796	4.0667300000000015	1.23894	362684	1	359941	363442	.	-	CDS	0
AT1G02060	1	362683	362685	pICE1-ICE1-LD-22C-ZT0--22C-cycloheximide_S9_peak_245	40	.	2.4796	4.0667300000000015	1.23894	362684	1	362550	366051	.	-	CDS	0
AT1G02065	1	362683	362685	pICE1-ICE1-LD-22C-ZT0--22C-cycloheximide_S9_peak_245	40	.	2.4796	4.0667300000000015	1.23894	362684	1	362624	366125	.	+	CDS	0
AT1G02070	1	372242	372244	pICE1-ICE1-LD-22C-ZT0--22C-cycloheximide_S9_peak_250	20	.	1.90967	2.00457	0.2394	372243	1	370447	373948	.	-	CDS	0
AT1G02074	1	372242	372244	pICE1-ICE1-LD-22C-ZT0--22C-cycloheximide_S9_peak_250	20	.	1.90967	2.00457	0.2394	372243	1	369063	372564	.	+	CDS	0
AT1G02080	1	372242	372244	pICE1-ICE1-LD-22C-ZT0--22C-cycloheximide_S9_peak_250	20	.	1.90967	2.00457	0.2394	372243	1	370334	373835	.	+	CDS	0
AT1G02090	1	389529	389531	pICE1-ICE1-LD-22C-ZT0--22C-cycloheximide_S9_peak_263	36	.	2.40836	3.60794	0.962	389530	1	389068	392569	.	-	CDS	0
AT1G02100	1	389529	389531	pICE1-ICE1-LD-22C-ZT0--22C-cycloheximide_S9_peak_263	36	.	2.40836	3.60794	0.962	389530	1	386875	390376	.	+	CDS	0
AT1G02110	1	393099	393101	pICE1-ICE1-LD-22C-ZT0--22C-cycloheximide_S9_peak_267	45	.	2.62208	4.54661	1.57194	393100	1	389938	393439	.	+	CDS	0
AT1G02120	1	393099	393101	pICE1-ICE1-LD-22C-ZT0--22C-cycloheximide_S9_peak_267	45	.	2.62208	4.54661	1.57194	393100	1	392760	396261	.	+	CDS	0
AT1G02130	1	402340	402342	pICE1-ICE1-LD-22C-ZT0--22C-cycloheximide_S9_peak_277	27	.	2.08012	2.79744	0.61156	402341	1	401288	404789	.	-	CDS	0
AT1G02140	1	407155	407157	pICE1-ICE1-LD-22C-ZT0--22C-cycloheximide_S9_peak_281	23	.	2.05215	2.36835	0.35023000000000004	407156	1	403901	407402	.	-	CDS	0
AT1G02145	1	402340	402342	pICE1-ICE1-LD-22C-ZT0--22C-cycloheximide_S9_peak_277	27	.	2.08012	2.79744	0.61156	402341	1	401626	405127	.	+	CDS	0
AT1G02150	1	407155	407157	pICE1-ICE1-LD-22C-ZT0--22C-cycloheximide_S9_peak_281	23	.	2.05215	2.36835	0.35023000000000004	407156	1	405778	409279	.	+	CDS	0
AT1G02160	1	411017	411019	pICE1-ICE1-LD-22C-ZT0--22C-cycloheximide_S9_peak_286	26	.	2.06324	2.6186	0.54474	411018	1	407802	411303	.	+	CDS	0
AT1G02170	1	411017	411019	pICE1-ICE1-LD-22C-ZT0--22C-cycloheximide_S9_peak_286	26	.	2.06324	2.6186	0.54474	411018	1	408882	412383	.	+	CDS	0
AT1G02180	1	415346	415348	pICE1-ICE1-LD-22C-ZT0--22C-cycloheximide_S9_peak_290	23	.	1.98091	2.36835	0.35023000000000004	415347	1	414005	417506	.	-	CDS	0
AT1G02190	1	415346	415348	pICE1-ICE1-LD-22C-ZT0--22C-cycloheximide_S9_peak_290	23	.	1.98091	2.36835	0.35023000000000004	415347	1	412153	415654	.	+	CDS	0
AT1G02205	1	418487	418489	pICE1-ICE1-LD-22C-ZT0--22C-cycloheximide_S9_peak_291	13	.	1.62471	1.35887	0.11167	418488	1	415817	419318	.	+	CDS	0
AT1G02210	1	429630	429632	pICE1-ICE1-LD-22C-ZT0--22C-cycloheximide_S9_peak_296	36	.	2.33712	3.60794	0.962	429631	1	427311	430812	.	-	CDS	0
AT1G02220	1	430592	430594	pICE1-ICE1-LD-22C-ZT0--22C-cycloheximide_S9_peak_297	11	.	1.52633	1.1952	0.11167	430593	1	430067	433568	.	-	CDS	0
AT1G02230	1	439309	439311	pICE1-ICE1-LD-22C-ZT0--22C-cycloheximide_S9_peak_300	16	.	1.69595	1.6676099999999998	0.16505	439310	1	436275	439776	.	-	CDS	0
AT1G02250	1	442411	442413	pICE1-ICE1-LD-22C-ZT0--22C-cycloheximide_S9_peak_302	31	.	2.26587	3.17122	0.75154	442412	1	439059	442560	.	-	CDS	0
AT1G02260	1	445255	445257	pICE1-ICE1-LD-22C-ZT0--22C-cycloheximide_S9_peak_305	40	.	2.55084	4.0667300000000015	1.23894	445256	1	441959	445460	.	-	CDS	0
AT1G02280	1	450342	450344	pICE1-ICE1-LD-22C-ZT0--22C-cycloheximide_S9_peak_308	31	.	2.26587	3.17122	0.75154	450343	1	449746	453247	.	-	CDS	0
AT1G02290	1	452045	452047	pICE1-ICE1-LD-22C-ZT0--22C-cycloheximide_S9_peak_311	27	.	2.12339	2.75765	0.58735	452046	1	451477	454978	.	-	CDS	0
AT1G02300	1	450342	450344	pICE1-ICE1-LD-22C-ZT0--22C-cycloheximide_S9_peak_308	31	.	2.26587	3.17122	0.75154	450343	1	450287	453788	.	+	CDS	0
AT1G02305	1	454559	454561	pICE1-ICE1-LD-22C-ZT0--22C-cycloheximide_S9_peak_312	27	.	2.12339	2.75765	0.58735	454560	1	452815	456316	.	+	CDS	0
AT1G02310	1	461917	461919	pICE1-ICE1-LD-22C-ZT0--22C-cycloheximide_S9_peak_315	18	.	1.78635	1.8924	0.2394	461918	1	460152	463653	.	-	CDS	0
AT1G02320	1	461917	461919	pICE1-ICE1-LD-22C-ZT0--22C-cycloheximide_S9_peak_315	18	.	1.78635	1.8924	0.2394	461918	1	458827	462328	.	+	CDS	0
AT1G02340	1	469570	469572	pICE1-ICE1-LD-22C-ZT0--22C-cycloheximide_S9_peak_317	31	.	2.17199	3.11573	0.75154	469571	1	467185	470686	.	-	CDS	0
AT1G02350	1	469570	469572	pICE1-ICE1-LD-22C-ZT0--22C-cycloheximide_S9_peak_317	31	.	2.17199	3.11573	0.75154	469571	1	466817	470318	.	+	CDS	0
AT1G02360	1	473214	473216	pICE1-ICE1-LD-22C-ZT0--22C-cycloheximide_S9_peak_320	40	.	2.4796	4.0667300000000015	1.23894	473215	1	472616	476117	.	-	CDS	0
AT1G02370	1	473214	473216	pICE1-ICE1-LD-22C-ZT0--22C-cycloheximide_S9_peak_320	40	.	2.4796	4.0667300000000015	1.23894	473215	1	471515	475016	.	+	CDS	0
AT1G02380	1	477741	477743	pICE1-ICE1-LD-22C-ZT0--22C-cycloheximide_S9_peak_322	30	.	2.20169	3.01855	0.75154	477742	1	474813	478314	.	+	CDS	0
AT1G02390	1	481370	481372	pICE1-ICE1-LD-22C-ZT0--22C-cycloheximide_S9_peak_323	31	.	2.26587	3.17122	0.75154	481371	1	477920	481421	.	+	CDS	0
AT1G02405	1	491407	491409	pICE1-ICE1-LD-22C-ZT0--22C-cycloheximide_S9_peak_326	30	.	2.13246	3.01855	0.75154	491408	1	489997	493498	.	-	CDS	0
AT1G02410	1	491407	491409	pICE1-ICE1-LD-22C-ZT0--22C-cycloheximide_S9_peak_326	30	.	2.13246	3.01855	0.75154	491408	1	488299	491800	.	+	CDS	0
AT1G02420	1	491407	491409	pICE1-ICE1-LD-22C-ZT0--22C-cycloheximide_S9_peak_326	30	.	2.13246	3.01855	0.75154	491408	1	490682	494183	.	+	CDS	0
AT1G02430	1	498305	498307	pICE1-ICE1-LD-22C-ZT0--22C-cycloheximide_S9_peak_330	23	.	1.9425599999999998	2.33806	0.35023000000000004	498306	1	495562	499063	.	-	CDS	0
AT1G02440	1	498305	498307	pICE1-ICE1-LD-22C-ZT0--22C-cycloheximide_S9_peak_330	23	.	1.9425599999999998	2.33806	0.35023000000000004	498306	1	496979	500480	.	-	CDS	0
AT1G02450	1	498305	498307	pICE1-ICE1-LD-22C-ZT0--22C-cycloheximide_S9_peak_330	23	.	1.9425599999999998	2.33806	0.35023000000000004	498306	1	497980	501481	.	-	CDS	0
AT1G02460	1	509944	509946	pICE1-ICE1-LD-22C-ZT0--22C-cycloheximide_S9_peak_334	21	.	1.9314900000000002	2.1074900000000003	0.32371	509945	1	506599	510100	.	-	CDS	0
AT1G02470	1	513284	513286	pICE1-ICE1-LD-22C-ZT0--22C-cycloheximide_S9_peak_335	22	.	1.91408	2.2188	0.35023000000000004	513285	1	513073	516574	.	-	CDS	0
AT1G02475	1	515278	515280	pICE1-ICE1-LD-22C-ZT0--22C-cycloheximide_S9_peak_337	16	.	1.7470400000000001	1.66753	0.16505	515279	1	514831	518332	.	-	CDS	0
AT1G02490	1	514712	514714	pICE1-ICE1-LD-22C-ZT0--22C-cycloheximide_S9_peak_336	20	.	1.90405	2.04806	0.27773000000000003	514713	1	513617	517118	.	+	CDS	0
AT1G02500	1	518431	518433	pICE1-ICE1-LD-22C-ZT0--22C-cycloheximide_S9_peak_338	31	.	2.23455	3.18178	0.7545	518432	1	516036	519537	.	+	CDS	0
AT1G02510	1	524542	524544	pICE1-ICE1-LD-22C-ZT0--22C-cycloheximide_S9_peak_343	36	.	2.33422	3.60069	0.962	524543	1	521126	524627	.	-	CDS	0
