71	Chr01	2416191	2416192	poplar-11_S24_raw_bowtie2_PopTremAlba_nomixed_sorted_rmdup_picard_peak_774	135	.	6.14705	13.58947	10.323260000000001	2416191	Potri.001G033100	1470	AT3G14470.1		NB-ARC domain-containing disease resistance protein
74	Chr01	2532214	2532215	poplar-11_S24_raw_bowtie2_PopTremAlba_nomixed_sorted_rmdup_picard_peak_820	173	.	7.029839999999999	17.38039	13.43588	2532214	Potri.001G035600	1710	AT5G07900.1		Mitochondrial transcription termination factor family protein
75	Chr01	2532214	2532215	poplar-11_S24_raw_bowtie2_PopTremAlba_nomixed_sorted_rmdup_picard_peak_820	173	.	7.029839999999999	17.38039	13.43588	2532214	Potri.001G035700	1151	AT3G54380.1		SAC3/GANP/Nin1/mts3/eIF-3 p25 family
77	Chr01	2596869	2596870	poplar-11_S24_raw_bowtie2_PopTremAlba_nomixed_sorted_rmdup_picard_peak_846	112	.	6.12445	11.20838	8.32708	2596869	Potri.001G036600	1197	AT5G07010.1	ATST2A,ST2A	sulfotransferase 2A
82	Chr01	2653093	2653094	poplar-11_S24_raw_bowtie2_PopTremAlba_nomixed_sorted_rmdup_picard_peak_864	160	.	6.48412	16.01911	12.3489	2653093	Potri.001G037500	503	AT2G24530.1		
83	Chr01	2653093	2653094	poplar-11_S24_raw_bowtie2_PopTremAlba_nomixed_sorted_rmdup_picard_peak_864	160	.	6.48412	16.01911	12.3489	2653093	Potri.001G037600	707			
84	Chr01	2676593	2676594	poplar-11_S24_raw_bowtie2_PopTremAlba_nomixed_sorted_rmdup_picard_peak_873	99	.	6.03717	9.93731	7.2629	2676593	Potri.001G037900	872	AT1G79640.1		Protein kinase superfamily protein
85	Chr01	2883356	2883357	poplar-11_S24_raw_bowtie2_PopTremAlba_nomixed_sorted_rmdup_picard_peak_901	119	.	6.43938	11.91328	8.926960000000003	2883356	Potri.001G039900	1330	AT1G16130.1	WAKL2	wall associated kinase-like 2
87	Chr01	2975598	2975599	poplar-11_S24_raw_bowtie2_PopTremAlba_nomixed_sorted_rmdup_picard_peak_922	154	.	6.50016	15.45244	11.86058	2975598	Potri.001G040900	2283	AT1G69730.1		Wall-associated kinase family protein
89	Chr01	3094909	3094910	poplar-11_S24_raw_bowtie2_PopTremAlba_nomixed_sorted_rmdup_picard_peak_956	260	.	10.1533	26.06234	20.09605	3094909	Potri.001G042500	1366	AT2G24130.1		Leucine-rich receptor-like protein kinase family protein
93	Chr01	3952098	3952099	poplar-11_S24_raw_bowtie2_PopTremAlba_nomixed_sorted_rmdup_picard_peak_1179	138	.	6.24284	13.850629999999999	10.55074	3952098	Potri.001G052000	2490	AT1G04700.1		PB1 domain-containing protein tyrosine kinase
94	Chr01	3953809	3953810	poplar-11_S24_raw_bowtie2_PopTremAlba_nomixed_sorted_rmdup_picard_peak_1180	224	.	8.06438	22.476689999999998	17.398889999999998	3953809	Potri.001G052000	779	AT1G04700.1		PB1 domain-containing protein tyrosine kinase
96	Chr01	4261564	4261565	poplar-11_S24_raw_bowtie2_PopTremAlba_nomixed_sorted_rmdup_picard_peak_1268	193	.	8.51801	19.383029999999998	15.0421	4261564	Potri.001G056300	319	AT1G67330.1		Protein of unknown function (DUF579)
97	Chr01	4429612	4429613	poplar-11_S24_raw_bowtie2_PopTremAlba_nomixed_sorted_rmdup_picard_peak_1313	150	.	7.54546	15.048770000000001	11.553139999999999	4429612	Potri.001G058200	1922	AT2G03710.3	AGL3,SEP4	K-box region and MADS-box transcription factor family protein 
98	Chr01	4469932	4469933	poplar-11_S24_raw_bowtie2_PopTremAlba_nomixed_sorted_rmdup_picard_peak_1319	99	.	6.03717	9.93731	7.2629	4469932	Potri.001G058500	525			
99	Chr01	4521511	4521512	poplar-11_S24_raw_bowtie2_PopTremAlba_nomixed_sorted_rmdup_picard_peak_1334	146	.	6.0682800000000015	14.62367	11.18539	4521511	Potri.001G058900	2713	AT5G60740.1		ABC transporter family protein
104	Chr01	5033298	5033299	poplar-11_S24_raw_bowtie2_PopTremAlba_nomixed_sorted_rmdup_picard_peak_1455	187	.	8.64027	18.7005	14.496089999999999	5033298	Potri.001G063800	1002	AT2G34400.1		Pentatricopeptide repeat (PPR-like) superfamily protein
105	Chr01	5232673	5232674	poplar-11_S24_raw_bowtie2_PopTremAlba_nomixed_sorted_rmdup_picard_peak_1490	118	.	6.14281	11.80597	8.83125	5232673	Potri.001G066000	509	AT1G28100.2		
106	Chr01	5294186	5294187	poplar-11_S24_raw_bowtie2_PopTremAlba_nomixed_sorted_rmdup_picard_peak_1508	153	.	6.98721	15.36305	11.79833	5294186	Potri.001G066800	447	AT5G13300.1	AGD3,SFC,VAN3	ARF GTPase-activating protein
107	Chr01	5615515	5615516	poplar-11_S24_raw_bowtie2_PopTremAlba_nomixed_sorted_rmdup_picard_peak_1583	179	.	7.67104	17.9525	13.91	5615515	Potri.001G070500	2186	AT1G44900.1	ATMCM2,MCM2	minichromosome maintenance (MCM2/3/5) family protein
110	Chr01	5750505	5750506	poplar-11_S24_raw_bowtie2_PopTremAlba_nomixed_sorted_rmdup_picard_peak_1627	165	.	7.41565	16.56338	12.76746	5750505	Potri.001G072400	1902	AT5G47860.1		Protein of unknown function (DUF1350)
111	Chr01	5770743	5770744	poplar-11_S24_raw_bowtie2_PopTremAlba_nomixed_sorted_rmdup_picard_peak_1643	155	.	6.28491	15.52104	11.914660000000001	5770743	Potri.001G072800	1542	AT3G46740.1	MAR1,TOC75-III	translocon at the outer envelope membrane of chloroplasts 75-III
112	Chr01	5770743	5770744	poplar-11_S24_raw_bowtie2_PopTremAlba_nomixed_sorted_rmdup_picard_peak_1643	155	.	6.28491	15.52104	11.914660000000001	5770743	Potri.001G072900	2675	AT2G25840.2	OVA4	Nucleotidylyl transferase superfamily protein
118	Chr01	5916908	5916909	poplar-11_S24_raw_bowtie2_PopTremAlba_nomixed_sorted_rmdup_picard_peak_1698	147	.	6.5674600000000005	14.78595	11.32872	5916908	Potri.001G074600	978	AT5G44670.1		Domain of unknown function (DUF23)
119	Chr01	5955639	5955640	poplar-11_S24_raw_bowtie2_PopTremAlba_nomixed_sorted_rmdup_picard_peak_1711	142	.	6.20265	14.26625	10.90095	5955639	Potri.001G075000	1332	AT4G20140.1	GSO1	Leucine-rich repeat transmembrane protein kinase
123	Chr01	6064175	6064176	poplar-11_S24_raw_bowtie2_PopTremAlba_nomixed_sorted_rmdup_picard_peak_1741	120	.	6.09814	12.093589999999999	9.0769	6064175	Potri.001G076400	2525			
124	Chr01	6172734	6172735	poplar-11_S24_raw_bowtie2_PopTremAlba_nomixed_sorted_rmdup_picard_peak_1758	215	.	9.036660000000001	21.58382000000001	16.72575	6172734	Potri.001G078100	301			
127	Chr01	6340646	6340647	poplar-11_S24_raw_bowtie2_PopTremAlba_nomixed_sorted_rmdup_picard_peak_1803	164	.	6.8532800000000025	16.40859	12.63706	6340646	Potri.001G080100	713	AT5G07500.1	PEI1	Zinc finger C-x8-C-x5-C-x3-H type family protein
128	Chr01	6531538	6531539	poplar-11_S24_raw_bowtie2_PopTremAlba_nomixed_sorted_rmdup_picard_peak_1871	174	.	6.8651100000000005	17.49842	13.5246	6531538	Potri.001G082800	2043	AT4G19550.1		zinc ion binding;transcription regulators
130	Chr01	6645933	6645934	poplar-11_S24_raw_bowtie2_PopTremAlba_nomixed_sorted_rmdup_picard_peak_1895	109	.	6.13772	10.913039999999999	8.09572	6645933	Potri.001G083900	1213	AT2G46660.1	CYP78A6	cytochrome P450, family 78, subfamily A, polypeptide 6
131	Chr01	6725065	6725066	poplar-11_S24_raw_bowtie2_PopTremAlba_nomixed_sorted_rmdup_picard_peak_1912	167	.	7.03636	16.70656	12.899519999999999	6725065	Potri.001G084700	2552	AT4G10730.1		Protein kinase superfamily protein
133	Chr01	6777111	6777112	poplar-11_S24_raw_bowtie2_PopTremAlba_nomixed_sorted_rmdup_picard_peak_1923	155	.	6.22302	15.52104	11.914660000000001	6777111	Potri.001G085800	2149	AT5G63830.1		HIT-type Zinc finger family protein
134	Chr01	6777111	6777112	poplar-11_S24_raw_bowtie2_PopTremAlba_nomixed_sorted_rmdup_picard_peak_1923	155	.	6.22302	15.52104	11.914660000000001	6777111	Potri.001G085900	871	AT4G00910.1		Aluminium activated malate transporter family protein
135	Chr01	6789722	6789723	poplar-11_S24_raw_bowtie2_PopTremAlba_nomixed_sorted_rmdup_picard_peak_1929	134	.	7.104539999999999	13.41448	10.20055	6789722	Potri.001G086000	459	AT1G64625.2		Serine/threonine-protein kinase WNK (With No Lysine)-related
136	Chr01	6867439	6867440	poplar-11_S24_raw_bowtie2_PopTremAlba_nomixed_sorted_rmdup_picard_peak_1938	139	.	7.29408	13.98226	10.66072	6867439	Potri.001G086800	1606	AT1G64600.1		methyltransferases;copper ion binding
137	Chr01	6921443	6921444	poplar-11_S24_raw_bowtie2_PopTremAlba_nomixed_sorted_rmdup_picard_peak_1952	164	.	6.99453	16.40859	12.63706	6921443	Potri.001G087500	272	AT5G42020.1	BIP,BIP2	Heat shock protein 70 (Hsp 70) family protein
139	Chr01	6932153	6932154	poplar-11_S24_raw_bowtie2_PopTremAlba_nomixed_sorted_rmdup_picard_peak_1956	187	.	6.7820899999999975	18.75374	14.53687	6932153	Potri.001G087600	2430	AT3G23920.1	BAM1,BMY7,TR-BAMY	beta-amylase 1
141	Chr01	6961593	6961594	poplar-11_S24_raw_bowtie2_PopTremAlba_nomixed_sorted_rmdup_picard_peak_1966	212	.	7.64663	21.20562	16.45178	6961593	Potri.001G088000	1953	AT5G63610.1	ATCDK8,CDKE;1,HEN3	cyclin-dependent kinase E;1
142	Chr01	6977909	6977910	poplar-11_S24_raw_bowtie2_PopTremAlba_nomixed_sorted_rmdup_picard_peak_1974	154	.	6.5354800000000015	15.45244	11.86058	6977909	Potri.001G088200	1948	AT1G64520.1	RPN12a	regulatory particle non-ATPase 12A
143	Chr01	6977909	6977910	poplar-11_S24_raw_bowtie2_PopTremAlba_nomixed_sorted_rmdup_picard_peak_1974	154	.	6.5354800000000015	15.45244	11.86058	6977909	Potri.001G088300	863	AT1G64510.1		Translation elongation  factor EF1B/ribosomal protein S6 family protein
144	Chr01	6977909	6977910	poplar-11_S24_raw_bowtie2_PopTremAlba_nomixed_sorted_rmdup_picard_peak_1974	154	.	6.5354800000000015	15.45244	11.86058	6977909	Potri.001G088400	2848	AT4G24015.1		RING/U-box superfamily protein
145	Chr01	7139372	7139373	poplar-11_S24_raw_bowtie2_PopTremAlba_nomixed_sorted_rmdup_picard_peak_2016	169	.	6.61247	16.95167	13.092310000000001	7139372	Potri.001G090700	1709	AT4G10960.1	UGE5	UDP-D-glucose/UDP-D-galactose 4-epimerase 5
146	Chr01	7218552	7218553	poplar-11_S24_raw_bowtie2_PopTremAlba_nomixed_sorted_rmdup_picard_peak_2039	218	.	9.65707	21.84038	16.92214	7218552	Potri.001G091900	457	AT4G23850.1	LACS4	AMP-dependent synthetase and ligase family protein
150	Chr01	7263760	7263761	poplar-11_S24_raw_bowtie2_PopTremAlba_nomixed_sorted_rmdup_picard_peak_2053	154	.	6.6061	15.45244	11.86058	7263760	Potri.001G092300	1617	AT1G64385.1		
152	Chr01	7380516	7380517	poplar-11_S24_raw_bowtie2_PopTremAlba_nomixed_sorted_rmdup_picard_peak_2085	135	.	6.04111	13.58947	10.323260000000001	7380516	Potri.001G093800	229	AT4G11090.1	TBL23	TRICHOME BIREFRINGENCE-LIKE 23
155	Chr01	7468903	7468904	poplar-11_S24_raw_bowtie2_PopTremAlba_nomixed_sorted_rmdup_picard_peak_2114	121	.	6.35986	12.18861	9.15815	7468903	Potri.001G094800	699	AT4G23750.2	CRF2,TMO3	cytokinin response factor 2
156	Chr01	7482222	7482223	poplar-11_S24_raw_bowtie2_PopTremAlba_nomixed_sorted_rmdup_picard_peak_2118	131	.	6.52984	13.177810000000001	10.002310000000001	7482222	Potri.001G094900	189	AT1G64230.2	UBC28	ubiquitin-conjugating enzyme 28
157	Chr01	7482222	7482223	poplar-11_S24_raw_bowtie2_PopTremAlba_nomixed_sorted_rmdup_picard_peak_2118	131	.	6.52984	13.177810000000001	10.002310000000001	7482222	Potri.001G095000	1652			
158	Chr01	7482222	7482223	poplar-11_S24_raw_bowtie2_PopTremAlba_nomixed_sorted_rmdup_picard_peak_2118	131	.	6.52984	13.177810000000001	10.002310000000001	7482222	Potri.001G095100	193			
159	Chr01	7540464	7540465	poplar-11_S24_raw_bowtie2_PopTremAlba_nomixed_sorted_rmdup_picard_peak_2132	150	.	7.49518	15.048770000000001	11.553139999999999	7540464	Potri.001G095800	771	AT5G41670.2		6-phosphogluconate dehydrogenase family protein
162	Chr01	7647425	7647426	poplar-11_S24_raw_bowtie2_PopTremAlba_nomixed_sorted_rmdup_picard_peak_2162	140	.	6.481269999999999	14.03111	10.70829	7647425	Potri.001G097300	1827	AT3G18440.1	ALMT9,AtALMT9	aluminum-activated malate transporter 9
164	Chr01	7684923	7684924	poplar-11_S24_raw_bowtie2_PopTremAlba_nomixed_sorted_rmdup_picard_peak_2172	99	.	6.03717	9.93731	7.2629	7684923	Potri.001G097700	273	AT1G64090.1	RTNLB3	Reticulan like protein B3
165	Chr01	7853277	7853278	poplar-11_S24_raw_bowtie2_PopTremAlba_nomixed_sorted_rmdup_picard_peak_2210	180	.	7.2763800000000005	18.07667	14.01271	7853277	Potri.001G099400	1997	AT4G11280.1	ACS6,ATACS6	1-aminocyclopropane-1-carboxylic acid (acc) synthase 6
167	Chr01	7948265	7948266	poplar-11_S24_raw_bowtie2_PopTremAlba_nomixed_sorted_rmdup_picard_peak_2228	134	.	6.2864900000000015	13.436720000000001	10.2171	7948265	Potri.001G100300	2097	AT1G28140.1		
170	Chr01	8185527	8185528	poplar-11_S24_raw_bowtie2_PopTremAlba_nomixed_sorted_rmdup_picard_peak_2292	262	.	10.1676	26.25345	20.22573	8185527	Potri.001G102400	423	AT4G11650.1	ATOSM34,OSM34	osmotin 34
172	Chr01	8345865	8345866	poplar-11_S24_raw_bowtie2_PopTremAlba_nomixed_sorted_rmdup_picard_peak_2337	186	.	7.9098	18.64165	14.44425	8345865	Potri.001G104600	869	AT5G12250.1	TUB6	beta-6 tubulin
173	Chr01	8493442	8493443	poplar-11_S24_raw_bowtie2_PopTremAlba_nomixed_sorted_rmdup_picard_peak_2370	109	.	6.28855	10.913039999999999	8.09572	8493442	Potri.001G106800	1031	AT3G51970.1	ASAT1,ATASAT1,ATSAT1	acyl-CoA sterol acyl transferase 1
177	Chr01	8551199	8551200	poplar-11_S24_raw_bowtie2_PopTremAlba_nomixed_sorted_rmdup_picard_peak_2390	109	.	6.13772	10.913039999999999	8.09572	8551199	Potri.001G107600	515	AT4G11650.1	ATOSM34,OSM34	osmotin 34
179	Chr01	8579566	8579567	poplar-11_S24_raw_bowtie2_PopTremAlba_nomixed_sorted_rmdup_picard_peak_2399	151	.	7.178160000000001	15.174760000000001	11.64685	8579566	Potri.001G108100	1342	AT4G11660.1	AT-HSFB2B,HSFB2B	winged-helix DNA-binding transcription factor family protein
184	Chr01	9064284	9064285	poplar-11_S24_raw_bowtie2_PopTremAlba_nomixed_sorted_rmdup_picard_peak_2546	112	.	6.21861	11.20838	8.32708	9064284	Potri.001G113400	1129	AT5G51790.1		basic helix-loop-helix (bHLH) DNA-binding superfamily protein
185	Chr01	9101246	9101247	poplar-11_S24_raw_bowtie2_PopTremAlba_nomixed_sorted_rmdup_picard_peak_2555	193	.	7.9043899999999985	19.34195	15.037970000000001	9101246	Potri.001G113800	1923	AT1G12520.1	ATCCS,CCS	copper chaperone for SOD1
187	Chr01	9280411	9280412	poplar-11_S24_raw_bowtie2_PopTremAlba_nomixed_sorted_rmdup_picard_peak_2599	181	.	7.96363	18.15924	14.090279999999998	9280411	Potri.001G115700	2733			
188	Chr01	9280411	9280412	poplar-11_S24_raw_bowtie2_PopTremAlba_nomixed_sorted_rmdup_picard_peak_2599	181	.	7.96363	18.15924	14.090279999999998	9280411	Potri.001G115800	1000	AT4G12080.1	AHL1,ATAHL1	AT-hook motif nuclear-localized protein 1
193	Chr01	9416338	9416339	poplar-11_S24_raw_bowtie2_PopTremAlba_nomixed_sorted_rmdup_picard_peak_2638	119	.	6.64049	11.91328	8.926960000000003	9416338	Potri.001G117400	26	AT4G22740.2		glycine-rich protein
198	Chr01	9527983	9527984	poplar-11_S24_raw_bowtie2_PopTremAlba_nomixed_sorted_rmdup_picard_peak_2675	145	.	6.3589199999999995	14.51252	11.0926	9527983	Potri.001G118800	2962	AT4G12350.1	AtMYB42,MYB42	myb domain protein 42
200	Chr01	9697279	9697280	poplar-11_S24_raw_bowtie2_PopTremAlba_nomixed_sorted_rmdup_picard_peak_2729	191	.	6.7641100000000005	19.11372	14.830770000000001	9697279	Potri.001G120500	1643	AT4G22590.1		Haloacid dehalogenase-like hydrolase (HAD) superfamily protein
202	Chr01	9699156	9699157	poplar-11_S24_raw_bowtie2_PopTremAlba_nomixed_sorted_rmdup_picard_peak_2730	151	.	6.54902	15.195079999999999	11.65687	9699156	Potri.001G120500	238	AT4G22590.1		Haloacid dehalogenase-like hydrolase (HAD) superfamily protein
203	Chr01	9699156	9699157	poplar-11_S24_raw_bowtie2_PopTremAlba_nomixed_sorted_rmdup_picard_peak_2730	151	.	6.54902	15.195079999999999	11.65687	9699156	Potri.001G120600	1521			
206	Chr01	9747356	9747357	poplar-11_S24_raw_bowtie2_PopTremAlba_nomixed_sorted_rmdup_picard_peak_2741	119	.	6.11885	11.93741	8.95042	9747356	Potri.001G121000	2385	AT1G62620.1		Flavin-binding monooxygenase family protein
207	Chr01	10006710	10006711	poplar-11_S24_raw_bowtie2_PopTremAlba_nomixed_sorted_rmdup_picard_peak_2795	214	.	8.1245	21.41391	16.6054	10006710	Potri.001G123500	2156	AT1G79570.1		Protein kinase superfamily protein with octicosapeptide/Phox/Bem1p domain
